Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
IDDLNTM132_R1	(1, 38.59421104158377)	(2, 37.59569751047293)	(3, 38.184158550877825)	(4, 38.1571231712497)	(5, 38.473885411312615)	(6, 38.73628308055261)	(7, 38.953440297671015)	(8, 38.76235577388697)	(9, 38.757328331523915)	(10, 38.98013746754017)	(15, 39.11091879955123)	(20, 39.141745218942205)	(25, 39.07568629485115)	(30, 38.94055705947581)	(35, 38.97884382609402)	(40, 38.892717644545314)	(45, 38.949681395815325)	(50, 38.91698466630079)	(55, 38.850619307627596)	(60, 38.77870098289037)	(65, 38.8367611228535)	(70, 38.80617628186178)	(75, 38.641600670906016)	(80, 38.47980850740459)	(85, 38.29660480784542)	(90, 37.923471735508656)	(95, 37.64345277196704)	(100, 37.31788605116891)	(105, 36.98758939942376)	(110, 36.726112412305405)	(115, 36.43725516156191)	(120, 36.21882534135644)	(125, 36.14427816483119)	(130, 35.958695969957226)	(135, 35.89363803648269)	(140, 35.74195843182973)	(145, 35.65447077826331)	(150, 35.16032136456248)
IDDLNTM132_R2	(1, 38.67220459151305)	(2, 37.749515482962735)	(3, 37.99058424611398)	(4, 37.608288242930655)	(5, 37.965721258427585)	(6, 38.45050889251539)	(7, 38.297853833461076)	(8, 38.308259115685225)	(9, 38.13964392214501)	(10, 38.32661950930567)	(15, 38.3552100589473)	(20, 38.31659371555196)	(25, 38.36796539842844)	(30, 38.280586346322586)	(35, 38.25879140430684)	(40, 38.22075100412824)	(45, 38.15819061406255)	(50, 38.11979604399049)	(55, 38.05269971115784)	(60, 38.002803325076385)	(65, 37.97268771203854)	(70, 37.90676103942552)	(75, 37.84227883152953)	(80, 37.707731995970796)	(85, 37.658485622639304)	(90, 37.627492710027205)	(95, 37.55412252087422)	(100, 37.44406491567064)	(105, 37.16688874226522)	(110, 37.02699685766716)	(115, 36.885558290945276)	(120, 36.747884212126145)	(125, 36.76751358153035)	(130, 36.60371080381404)	(135, 36.47194190220863)	(140, 36.262063667152844)	(145, 36.17303165293672)	(150, 35.35498766898246)
IDDLNTM135_R1	(1, 38.837303900893524)	(2, 37.6312138237218)	(3, 38.195964945665956)	(4, 38.18846754543804)	(5, 38.518859455389475)	(6, 38.77483828095571)	(7, 38.95928923813565)	(8, 38.79372266121296)	(9, 38.830365684655774)	(10, 39.015414838662416)	(15, 39.14546161505341)	(20, 39.174954105732596)	(25, 39.110407887875375)	(30, 38.97360755600617)	(35, 39.00844827309679)	(40, 38.91649328350671)	(45, 38.971022912238894)	(50, 38.93158613622502)	(55, 38.86429844299769)	(60, 38.78531192713443)	(65, 38.84680422014857)	(70, 38.793413939633275)	(75, 38.63436155276291)	(80, 38.448697816538235)	(85, 38.23699474583787)	(90, 37.82680641353694)	(95, 37.50350391623857)	(100, 37.121236550866456)	(105, 36.74774455955158)	(110, 36.43326009034506)	(115, 36.100070960014875)	(120, 35.84114926614687)	(125, 35.72395054386062)	(130, 35.534576686882545)	(135, 35.455041650537744)	(140, 35.31065375544066)	(145, 35.20770356139516)	(150, 34.70556188671279)
IDDLNTM135_R2	(1, 38.90705971954972)	(2, 38.106401009478816)	(3, 38.306373440407675)	(4, 37.983162059756395)	(5, 38.26781792102328)	(6, 38.676281452473916)	(7, 38.543587525082)	(8, 38.5432520146879)	(9, 38.39655594679169)	(10, 38.55896551828771)	(15, 38.57263405569212)	(20, 38.52889693805585)	(25, 38.57541142287184)	(30, 38.491378379866255)	(35, 38.475106732618585)	(40, 38.44458334940806)	(45, 38.384409343487654)	(50, 38.35186336144136)	(55, 38.287777928531085)	(60, 38.24620931773918)	(65, 38.226240814102525)	(70, 38.16713567320768)	(75, 38.087358843971636)	(80, 37.92960098971231)	(85, 37.8556785134202)	(90, 37.74796303143611)	(95, 37.59257048210763)	(100, 37.36716645000094)	(105, 37.019374381483985)	(110, 36.80446064103292)	(115, 36.62602476968338)	(120, 36.44576301088935)	(125, 36.45152902143235)	(130, 36.27140796893538)	(135, 36.12698062752581)	(140, 35.911097721520306)	(145, 35.80016376721821)	(150, 34.86003321292816)
IDDLNTM136_R1	(1, 38.74238136269659)	(2, 37.58789864111132)	(3, 38.22127062315554)	(4, 38.19899871360817)	(5, 38.54400949049608)	(6, 38.860575141637355)	(7, 39.0044860168964)	(8, 38.840103692457156)	(9, 38.88635667959568)	(10, 39.071597981805)	(15, 39.19780722673937)	(20, 39.22580438544888)	(25, 39.164588928242765)	(30, 39.0300784284051)	(35, 39.06669807382961)	(40, 38.96866066350479)	(45, 39.027759603391)	(50, 38.97353821218386)	(55, 38.90897344955611)	(60, 38.81756337371513)	(65, 38.87934484332626)	(70, 38.836811798678454)	(75, 38.68841705457768)	(80, 38.541938668157286)	(85, 38.35974047594057)	(90, 37.97296028783933)	(95, 37.66715873391705)	(100, 37.315559971001264)	(105, 36.95967701068901)	(110, 36.67608380342371)	(115, 36.36831756059101)	(120, 36.138937347591856)	(125, 36.05999321410003)	(130, 35.888036263068344)	(135, 35.84773651180332)	(140, 35.71116749212177)	(145, 35.64522709575685)	(150, 35.12144368801459)
IDDLNTM136_R2	(1, 38.95643501036192)	(2, 38.13774742294464)	(3, 38.37860146995286)	(4, 38.08048175007872)	(5, 38.37346761929636)	(6, 38.77721109274958)	(7, 38.64044640481555)	(8, 38.646002055297764)	(9, 38.480871329084415)	(10, 38.644684321397804)	(15, 38.66158990219028)	(20, 38.619789734739655)	(25, 38.66880424143158)	(30, 38.58421140763487)	(35, 38.56991385812587)	(40, 38.53108620778035)	(45, 38.47374955147154)	(50, 38.43994561516136)	(55, 38.37964278827259)	(60, 38.33501939351629)	(65, 38.30635750952589)	(70, 38.23648246284232)	(75, 38.161399848171584)	(80, 38.027033853829764)	(85, 37.96183082604907)	(90, 37.912146028661894)	(95, 37.80376241538984)	(100, 37.66185098847129)	(105, 37.35380725603103)	(110, 37.20945007359528)	(115, 37.051597444791334)	(120, 36.915289120835396)	(125, 36.92800199183252)	(130, 36.779940684399506)	(135, 36.64424973088292)	(140, 36.46580272558846)	(145, 36.37336334100612)	(150, 35.55501265643574)
IDDLNTM137_R1	(1, 38.70765890842738)	(2, 37.765934743272155)	(3, 38.297589683657705)	(4, 38.1878362241009)	(5, 38.53299426071324)	(6, 38.78431490561208)	(7, 38.93186389276657)	(8, 38.79846857943182)	(9, 38.78199525803424)	(10, 38.981051325743024)	(15, 39.11823865392465)	(20, 39.138591649622754)	(25, 39.06081675527612)	(30, 38.90845322486597)	(35, 38.934279979904886)	(40, 38.829905397889306)	(45, 38.86614819191756)	(50, 38.815596797668455)	(55, 38.72808752633589)	(60, 38.64797322917106)	(65, 38.69144771570297)	(70, 38.64305459916511)	(75, 38.467724504322256)	(80, 38.28487346910164)	(85, 38.075895739063725)	(90, 37.71363525807672)	(95, 37.41563361747128)	(100, 37.091905626596926)	(105, 36.740207472508175)	(110, 36.452504330752284)	(115, 36.140682235542656)	(120, 35.89961307343745)	(125, 35.79559429817031)	(130, 35.604282072260986)	(135, 35.52745351765421)	(140, 35.37633924066945)	(145, 35.28637161023265)	(150, 34.75576752118113)
IDDLNTM137_R2	(1, 38.83952478379872)	(2, 37.94708534086818)	(3, 38.134806857121816)	(4, 37.844909325925)	(5, 38.08664620099293)	(6, 38.52316903794458)	(7, 38.376302633288574)	(8, 38.36108118518697)	(9, 38.23182668352353)	(10, 38.40263119975557)	(15, 38.41296411095931)	(20, 38.347218175387596)	(25, 38.388243295344026)	(30, 38.28768296167165)	(35, 38.26082624345607)	(40, 38.21104799425894)	(45, 38.1305796605285)	(50, 38.08109561571738)	(55, 38.00176175675776)	(60, 37.94041635408188)	(65, 37.89926583437391)	(70, 37.821797818922334)	(75, 37.73721642998733)	(80, 37.59656265898455)	(85, 37.53483284340574)	(90, 37.48851353145456)	(95, 37.404730494974984)	(100, 37.28381327120228)	(105, 37.008000022658344)	(110, 36.872254472986484)	(115, 36.711012271969466)	(120, 36.575259783180925)	(125, 36.57047455415291)	(130, 36.40960359587859)	(135, 36.25471259842659)	(140, 36.04812928848917)	(145, 35.93663496033197)	(150, 35.05329241614733)
IDDLNTM139_R1	(1, 38.725126068824004)	(2, 38.03727594490306)	(3, 38.429489716889144)	(4, 38.41426679509165)	(5, 38.63079556527664)	(6, 38.8455735401213)	(7, 39.020306914048255)	(8, 38.791309506812446)	(9, 38.87852435820573)	(10, 39.028788961366594)	(15, 39.15118167750812)	(20, 39.16907378115246)	(25, 39.09884326913855)	(30, 38.999747378102754)	(35, 39.00217437284255)	(40, 38.85403309328108)	(45, 38.920195911624205)	(50, 38.85342562603274)	(55, 38.75387660266974)	(60, 38.65881653858014)	(65, 38.68706520275516)	(70, 38.64349401764729)	(75, 38.467567203641806)	(80, 38.25851574169333)	(85, 38.019661519149246)	(90, 37.63765372179912)	(95, 37.29881208973545)	(100, 36.96003494092628)	(105, 36.61211379169971)	(110, 36.29154328985191)	(115, 35.969972297818906)	(120, 35.76277085544348)	(125, 35.703233816468284)	(130, 35.570710481121935)	(135, 35.550273538340505)	(140, 35.434759535883025)	(145, 35.35309624281944)	(150, 34.79438433331844)
IDDLNTM139_R2	(1, 38.92364826509116)	(2, 38.07262926408798)	(3, 38.30082625418212)	(4, 38.012552365307634)	(5, 38.29333444971009)	(6, 38.71442509773243)	(7, 38.585437344239665)	(8, 38.586558303140656)	(9, 38.4443114928592)	(10, 38.61332660174811)	(15, 38.624275758389)	(20, 38.559254768527296)	(25, 38.610612556551715)	(30, 38.501469399665275)	(35, 38.48364527836677)	(40, 38.43838953071874)	(45, 38.3632041804144)	(50, 38.32174657143723)	(55, 38.24017038075424)	(60, 38.190298956739674)	(65, 38.145630556564846)	(70, 38.074129124592965)	(75, 37.99221314714835)	(80, 37.86039200445134)	(85, 37.79668454848131)	(90, 37.765515017818814)	(95, 37.67999622598007)	(100, 37.562757171497026)	(105, 37.27491454562893)	(110, 37.13975164574449)	(115, 36.99393513746899)	(120, 36.85805217457592)	(125, 36.887609998778444)	(130, 36.74030350243421)	(135, 36.605925523715555)	(140, 36.423910665699005)	(145, 36.338210670916396)	(150, 35.5277860655561)
IDDLNTM14.A_R1	(1, 38.57806944571619)	(2, 37.60542857588161)	(3, 38.19627142781998)	(4, 38.18377223145455)	(5, 38.49532041153883)	(6, 38.771696672271005)	(7, 38.93339087032163)	(8, 38.80927267661939)	(9, 38.78316429407765)	(10, 39.00060764514615)	(15, 39.12596957293398)	(20, 39.14247242802844)	(25, 39.06165650028346)	(30, 38.90700847274364)	(35, 38.92396029168525)	(40, 38.81415750847957)	(45, 38.841025885800114)	(50, 38.77894058559147)	(55, 38.68325040473959)	(60, 38.57356353973266)	(65, 38.59438235082107)	(70, 38.531992448757336)	(75, 38.315798676389505)	(80, 37.995199038366)	(85, 37.615213435601106)	(90, 37.05272115536351)	(95, 36.516369792691506)	(100, 35.991543718694786)	(105, 35.452727487029826)	(110, 35.008753869622225)	(115, 34.5304798623788)	(120, 34.1589030047166)	(125, 33.92563506613182)	(130, 33.69333996372442)	(135, 33.595174101341726)	(140, 33.50240018858624)	(145, 33.46252783497924)	(150, 32.980141946217856)
IDDLNTM14.A_R2	(1, 38.76101856054924)	(2, 37.93388425324328)	(3, 38.16642249163733)	(4, 37.83535232313708)	(5, 38.134979436696)	(6, 38.589753805331455)	(7, 38.428422947517305)	(8, 38.420303803091024)	(9, 38.27014492697153)	(10, 38.45306559801127)	(15, 38.45439193598978)	(20, 38.388474126863215)	(25, 38.42229486862279)	(30, 38.32339161063954)	(35, 38.29393689374295)	(40, 38.24246541449036)	(45, 38.162471824084875)	(50, 38.11535750536243)	(55, 38.03672756106162)	(60, 37.979458515896376)	(65, 37.93250794380598)	(70, 37.85587978016455)	(75, 37.76926667614793)	(80, 37.61540708718023)	(85, 37.54038570563012)	(90, 37.456501354976595)	(95, 37.33598198299997)	(100, 37.14480306569542)	(105, 36.795443927737175)	(110, 36.572388382463814)	(115, 36.39953496346142)	(120, 36.20405031823929)	(125, 36.21773002943738)	(130, 36.03006703773478)	(135, 35.8933981176443)	(140, 35.66803580021547)	(145, 35.595191830007415)	(150, 34.672273194841935)
IDDLNTM14.B_R1	(1, 38.60722518553998)	(2, 37.58380989072838)	(3, 38.16929364649205)	(4, 38.15238620302633)	(5, 38.45619626912418)	(6, 38.68494308804077)	(7, 38.87128922316258)	(8, 38.71886685018351)	(9, 38.767600198532854)	(10, 38.94594444404864)	(15, 39.07668238232846)	(20, 39.09192783473327)	(25, 39.009595961533435)	(30, 38.85010641821197)	(35, 38.86108315855757)	(40, 38.74629595022576)	(45, 38.77922821723966)	(50, 38.70793877486525)	(55, 38.62059535376862)	(60, 38.523063112731336)	(65, 38.565484694721036)	(70, 38.50051651788577)	(75, 38.32311985206125)	(80, 38.112127876493126)	(85, 37.887434795896425)	(90, 37.3765727216081)	(95, 36.992001362036206)	(100, 36.53160104834406)	(105, 36.104381734027726)	(110, 35.726055500417694)	(115, 35.35661465317857)	(120, 35.048787676349065)	(125, 34.939469072589624)	(130, 34.70086860862777)	(135, 34.650002475266966)	(140, 34.48855427420149)	(145, 34.45972762564172)	(150, 33.89520760913507)
IDDLNTM14.B_R2	(1, 38.937871164455096)	(2, 38.11172496514075)	(3, 38.2926547411775)	(4, 37.96956645562047)	(5, 38.21761779941642)	(6, 38.68815015718402)	(7, 38.50145036030205)	(8, 38.49265192795895)	(9, 38.34053791296085)	(10, 38.51315963352896)	(15, 38.51123860714993)	(20, 38.445817684805164)	(25, 38.4786815577266)	(30, 38.383677340638926)	(35, 38.35890355355171)	(40, 38.31370024644891)	(45, 38.242399843482744)	(50, 38.196648287581084)	(55, 38.12373609306419)	(60, 38.07227085375885)	(65, 38.03492870226411)	(70, 37.960826187484216)	(75, 37.882754477082045)	(80, 37.7401937869155)	(85, 37.66824079031712)	(90, 37.60632828031787)	(95, 37.488690222074375)	(100, 37.32913674196776)	(105, 36.97622651305032)	(110, 36.7779733756266)	(115, 36.6047213479628)	(120, 36.43246695335921)	(125, 36.441988054051066)	(130, 36.27371491172065)	(135, 36.13096906062431)	(140, 35.93439939702131)	(145, 35.84049328508481)	(150, 34.97436591606707)
IDDLNTM140_R1	(1, 38.61948986132449)	(2, 37.44059845147375)	(3, 38.09444534882538)	(4, 38.104338315341806)	(5, 38.456084731449735)	(6, 38.70180084853541)	(7, 38.88482607058919)	(8, 38.73688941569078)	(9, 38.754425305482926)	(10, 38.96060689613072)	(15, 39.09625199670353)	(20, 39.1267921495213)	(25, 39.05492425244437)	(30, 38.91429273454272)	(35, 38.951121206263295)	(40, 38.8615597179688)	(45, 38.91372307629697)	(50, 38.87419109343046)	(55, 38.805414754748845)	(60, 38.72923540244386)	(65, 38.78797816598329)	(70, 38.744593282936705)	(75, 38.59125733820342)	(80, 38.43758004619126)	(85, 38.252647247347056)	(90, 37.88721275448431)	(95, 37.592401945323395)	(100, 37.2707848443843)	(105, 36.925028538870855)	(110, 36.65972732914831)	(115, 36.36194135541832)	(120, 36.124593079450996)	(125, 36.02710063385799)	(130, 35.830443090134)	(135, 35.7540165026911)	(140, 35.594323766113526)	(145, 35.50560664177358)	(150, 34.971892518847866)
IDDLNTM140_R2	(1, 38.91136772920122)	(2, 38.105400510749135)	(3, 38.27747972773612)	(4, 37.976359030187105)	(5, 38.162180145899256)	(6, 38.598845218594526)	(7, 38.47198306998891)	(8, 38.45271093837435)	(9, 38.36192477133293)	(10, 38.48295339159807)	(15, 38.496864081719856)	(20, 38.447869402871184)	(25, 38.49497349598625)	(30, 38.410650238586996)	(35, 38.39305014905328)	(40, 38.35852086237244)	(45, 38.29569088485761)	(50, 38.260676386500755)	(55, 38.201357758401414)	(60, 38.15421713960137)	(65, 38.132994190482975)	(70, 38.07428428988574)	(75, 38.009618260807635)	(80, 37.890611271073496)	(85, 37.84179962762115)	(90, 37.81427564174306)	(95, 37.74332363384781)	(100, 37.63990588785903)	(105, 37.3727316939168)	(110, 37.25512051441187)	(115, 37.115345467864515)	(120, 36.99338345864662)	(125, 37.00557937468842)	(130, 36.861764017621866)	(135, 36.72843183737422)	(140, 36.548290007834204)	(145, 36.457016492516814)	(150, 35.64163241323878)
IDDLNTM141_R1	(1, 38.75030605840404)	(2, 37.713720487152855)	(3, 38.2689373193606)	(4, 38.273012010395334)	(5, 38.54541241128973)	(6, 38.70500880583752)	(7, 38.93027590812546)	(8, 38.72344881199826)	(9, 38.77369738235598)	(10, 38.96286402078255)	(15, 39.09639716549232)	(20, 39.119394332080425)	(25, 39.04234435968807)	(30, 38.89421034699606)	(35, 38.91473899757325)	(40, 38.81709008212491)	(45, 38.85478316576302)	(50, 38.8067212109787)	(55, 38.721247261302345)	(60, 38.637505217654045)	(65, 38.679455866408574)	(70, 38.62606061184083)	(75, 38.45146018217197)	(80, 38.26434038605263)	(85, 38.043522164553806)	(90, 37.68347175039839)	(95, 37.35890970358855)	(100, 37.03543386226529)	(105, 36.66705257183419)	(110, 36.36681358958161)	(115, 36.031123577789764)	(120, 35.77183353588416)	(125, 35.65057040601414)	(130, 35.44539518313889)	(135, 35.353471695609215)	(140, 35.19447432934502)	(145, 35.099646366331356)	(150, 34.569307389780924)
IDDLNTM141_R2	(1, 38.87470183022215)	(2, 38.000055195018)	(3, 38.21601503739564)	(4, 37.936636525181406)	(5, 38.1534271337491)	(6, 38.61846058253877)	(7, 38.43129427649985)	(8, 38.42686487630532)	(9, 38.30258274128898)	(10, 38.451745816390115)	(15, 38.45718804516495)	(20, 38.3914330838532)	(25, 38.42811893958195)	(30, 38.324946950891245)	(35, 38.298273796104326)	(40, 38.245370832395665)	(45, 38.16918993802939)	(50, 38.11967554258022)	(55, 38.040708842018674)	(60, 37.98105633930001)	(65, 37.945856203585194)	(70, 37.87017750271359)	(75, 37.78672929136699)	(80, 37.651624306181375)	(85, 37.586330953792235)	(90, 37.54897796886799)	(95, 37.46918180082269)	(100, 37.348993999773946)	(105, 37.07813297169774)	(110, 36.951140193113574)	(115, 36.78138401913482)	(120, 36.65345373693608)	(125, 36.63714239157984)	(130, 36.4755581646926)	(135, 36.30799826541539)	(140, 36.105231736891845)	(145, 35.98548435961908)	(150, 35.130890926730444)
IDDLNTM143_R1	(1, 38.71445378172453)	(2, 37.96035337755206)	(3, 38.33159723692087)	(4, 38.082541107620266)	(5, 38.44835745152119)	(6, 38.61192868104169)	(7, 38.81652998202417)	(8, 38.63404549133426)	(9, 38.60446526182943)	(10, 38.8418896112166)	(15, 38.98065747333573)	(20, 39.00337615600405)	(25, 38.92114747728613)	(30, 38.77567579592902)	(35, 38.78736053600002)	(40, 38.680758007566816)	(45, 38.7223085296657)	(50, 38.6729765391906)	(55, 38.576874100555486)	(60, 38.498364521882365)	(65, 38.53843489764548)	(70, 38.489977794562506)	(75, 38.34350383321657)	(80, 38.23451716098249)	(85, 38.13650145559372)	(90, 37.890706447070556)	(95, 37.69249394245681)	(100, 37.51337750162438)	(105, 37.266470618010814)	(110, 37.076818204171495)	(115, 36.857299648031116)	(120, 36.67901608673793)	(125, 36.66883087569981)	(130, 36.49430229766023)	(135, 36.462209306828996)	(140, 36.301017609612664)	(145, 36.243463968989126)	(150, 35.71685986616212)
IDDLNTM143_R2	(1, 38.86326029575186)	(2, 38.10439744040316)	(3, 38.29919642868401)	(4, 38.00472354167271)	(5, 38.2448600275645)	(6, 38.659990564445394)	(7, 38.55040266832729)	(8, 38.54301562702935)	(9, 38.39564011807593)	(10, 38.571215938197305)	(15, 38.584938311323945)	(20, 38.52384743655724)	(25, 38.56265440633014)	(30, 38.46405894933893)	(35, 38.44019978588965)	(40, 38.39266570269572)	(45, 38.31732933814395)	(50, 38.269511215574326)	(55, 38.190911064223556)	(60, 38.1309227694992)	(65, 38.09265224649243)	(70, 38.02046791199895)	(75, 37.939892238688905)	(80, 37.80846133989559)	(85, 37.74441737792098)	(90, 37.71220477639375)	(95, 37.63990270462481)	(100, 37.53076457354554)	(105, 37.27781360294257)	(110, 37.1538989394098)	(115, 36.99470178657669)	(120, 36.87074338587978)	(125, 36.854803747489576)	(130, 36.69875127514189)	(135, 36.5277496274325)	(140, 36.32637104210639)	(145, 36.19643736659759)	(150, 35.31635335809732)
IDDLNTM144_R1	(1, 38.631948300278864)	(2, 37.80807718462047)	(3, 38.36087139951713)	(4, 38.269411570206685)	(5, 38.656447492373246)	(6, 38.858241417172515)	(7, 39.036103867341275)	(8, 38.83352933102919)	(9, 38.836433034293876)	(10, 39.05703751302319)	(15, 39.180277120986204)	(20, 39.195206374656095)	(25, 39.11824135478598)	(30, 38.977494603564764)	(35, 38.99201694106344)	(40, 38.87719623996357)	(45, 38.920926003331445)	(50, 38.86618041561909)	(55, 38.77014149266022)	(60, 38.664698033576435)	(65, 38.70896915609735)	(70, 38.63635232171488)	(75, 38.50848955961345)	(80, 38.34573447667056)	(85, 38.20665212020638)	(90, 37.84310909533286)	(95, 37.57357992650866)	(100, 37.2479708779657)	(105, 36.932150978532796)	(110, 36.64505820663668)	(115, 36.371808928760814)	(120, 36.144464598761004)	(125, 36.0999315307784)	(130, 35.923196171338375)	(135, 35.8980479253358)	(140, 35.74140500714326)	(145, 35.66929818268026)	(150, 35.118886509535784)
IDDLNTM144_R2	(1, 38.96857980173559)	(2, 38.13665731388537)	(3, 38.33764684230556)	(4, 37.984411164694215)	(5, 38.31499195213705)	(6, 38.76688803488655)	(7, 38.591381456226486)	(8, 38.59351117654765)	(9, 38.419187602547865)	(10, 38.6029405893032)	(15, 38.60614226625326)	(20, 38.54548914162367)	(25, 38.58425784978571)	(30, 38.48219605280396)	(35, 38.45647619017912)	(40, 38.40781032621919)	(45, 38.3349480008235)	(50, 38.29107981733223)	(55, 38.21180883518101)	(60, 38.159467624507926)	(65, 38.12086580032566)	(70, 38.049445695641054)	(75, 37.97347496116438)	(80, 37.83970934113581)	(85, 37.78284729024087)	(90, 37.74432688048611)	(95, 37.669417496927466)	(100, 37.55145968894074)	(105, 37.28326925716353)	(110, 37.14969477388)	(115, 37.00976450642894)	(120, 36.870176273153206)	(125, 36.888569695117006)	(130, 36.73607002264631)	(135, 36.61242342052891)	(140, 36.42539942978708)	(145, 36.339949685259924)	(150, 35.52769728181869)
IDDLNTM145_R1	(1, 38.76358540267004)	(2, 37.720275761322775)	(3, 38.30793389832686)	(4, 38.233625434102095)	(5, 38.582239877304616)	(6, 38.84912002247674)	(7, 39.02503170269538)	(8, 38.83893767063695)	(9, 38.86705381760267)	(10, 39.06269102966943)	(15, 39.18596500982831)	(20, 39.20750611992075)	(25, 39.13574945677344)	(30, 39.00045328378003)	(35, 39.02701551952509)	(40, 38.920401708586255)	(45, 38.970429141079684)	(50, 38.91963397787582)	(55, 38.839477853816504)	(60, 38.73264828973936)	(65, 38.751505080329295)	(70, 38.719332504777256)	(75, 38.536489765521154)	(80, 38.391714270730596)	(85, 38.11934594196022)	(90, 37.73764730090592)	(95, 37.33776170651381)	(100, 36.97706677247922)	(105, 36.55302432446037)	(110, 36.246742567795124)	(115, 35.861159612040304)	(120, 35.60564639694997)	(125, 35.461024397754095)	(130, 35.28849105279486)	(135, 35.216913495923244)	(140, 35.10005852967311)	(145, 35.029168501642474)	(150, 34.485481629285815)
IDDLNTM145_R2	(1, 38.96121898417003)	(2, 38.13532970276656)	(3, 38.3384367248741)	(4, 38.05322346014201)	(5, 38.306850077895646)	(6, 38.743916568151896)	(7, 38.59798454892451)	(8, 38.600794984181825)	(9, 38.4398722920022)	(10, 38.61245896446497)	(15, 38.62671080296857)	(20, 38.57026991678003)	(25, 38.6185217877182)	(30, 38.521810717269666)	(35, 38.50205275084198)	(40, 38.4606150902092)	(45, 38.392747796502086)	(50, 38.35137576323937)	(55, 38.28065666965528)	(60, 38.2291317705342)	(65, 38.189304634206394)	(70, 38.10355501947233)	(75, 38.026768047895345)	(80, 37.88254309850066)	(85, 37.831938667473736)	(90, 37.77933255953694)	(95, 37.70246589156446)	(100, 37.566522880384426)	(105, 37.2914266771047)	(110, 37.147650757084165)	(115, 37.00695629061299)	(120, 36.8656458198672)	(125, 36.88462628308775)	(130, 36.728279646732666)	(135, 36.59627958523333)	(140, 36.41348528723242)	(145, 36.328391777707715)	(150, 35.52706128598053)
IDDLNTM146_R1	(1, 38.51243898735602)	(2, 37.586128795390756)	(3, 38.22182475993872)	(4, 38.26669733540626)	(5, 38.567921056774324)	(6, 38.822894257063744)	(7, 38.94254959025662)	(8, 38.78215637749782)	(9, 38.844320709968436)	(10, 39.01979512508786)	(15, 39.14359408849306)	(20, 39.163583405978294)	(25, 39.085837034307104)	(30, 38.93596139518711)	(35, 38.9660765511499)	(40, 38.86503585429084)	(45, 38.89849794049105)	(50, 38.83865463885089)	(55, 38.749528446651965)	(60, 38.654828189554294)	(65, 38.700898649909675)	(70, 38.65335505917155)	(75, 38.47749878817673)	(80, 38.274375688194276)	(85, 38.06301790276935)	(90, 37.63977434852016)	(95, 37.328495747719124)	(100, 36.95527780444469)	(105, 36.589979955788046)	(110, 36.269793331782715)	(115, 35.937383711677775)	(120, 35.66809860472269)	(125, 35.537548051450464)	(130, 35.32217214569713)	(135, 35.22379000761779)	(140, 35.06070052297933)	(145, 34.948973187832934)	(150, 34.40974724706183)
IDDLNTM146_R2	(1, 38.93017642901185)	(2, 38.1388726918713)	(3, 38.291971125854154)	(4, 38.00784715971605)	(5, 38.19942970748508)	(6, 38.61215276726314)	(7, 38.485243461040284)	(8, 38.47043570013103)	(9, 38.35131814371655)	(10, 38.500214101306064)	(15, 38.50301655403207)	(20, 38.44277619100697)	(25, 38.47953546738794)	(30, 38.381900546947335)	(35, 38.357000451225645)	(40, 38.31351363889106)	(45, 38.23998898674394)	(50, 38.19678463607825)	(55, 38.12251285219922)	(60, 38.06862710356305)	(65, 38.03193010963645)	(70, 37.95817582852308)	(75, 37.8781678735503)	(80, 37.74536673305117)	(85, 37.691962578124205)	(90, 37.6553552709319)	(95, 37.584804455643834)	(100, 37.46967194542682)	(105, 37.19934985708325)	(110, 37.065904157611556)	(115, 36.91644344849789)	(120, 36.777794200300804)	(125, 36.78433110899064)	(130, 36.62683433103383)	(135, 36.48452012550129)	(140, 36.29189028752373)	(145, 36.19379877226249)	(150, 35.38529300780657)
IDDLNTM147_R1	(1, 38.75979396913864)	(2, 37.80613911233024)	(3, 38.23403332611529)	(4, 38.21295506857042)	(5, 38.43060166809553)	(6, 38.62003929211261)	(7, 38.82283993194192)	(8, 38.65438144030826)	(9, 38.71289478709823)	(10, 38.87684662407038)	(15, 39.01170829431755)	(20, 39.04070602289595)	(25, 38.96013276477972)	(30, 38.82133212809725)	(35, 38.84126667008884)	(40, 38.74254233617945)	(45, 38.790473206606535)	(50, 38.74671998970986)	(55, 38.665744094628344)	(60, 38.58565363898499)	(65, 38.63243025197655)	(70, 38.58065041446709)	(75, 38.42887224871133)	(80, 38.309896093622925)	(85, 38.220946916705955)	(90, 37.943917579788376)	(95, 37.742055482162286)	(100, 37.53292751020213)	(105, 37.29397545196845)	(110, 37.0875199258292)	(115, 36.89411981281866)	(120, 36.68522329024339)	(125, 36.68732710378897)	(130, 36.4855377766187)	(135, 36.46262656896545)	(140, 36.27821742278121)	(145, 36.23049668196223)	(150, 35.70848942104415)
