Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
IDDLNTM7.A_R2	(1, 38.83099093022261)	(2, 37.95951867082626)	(3, 38.148793180544)	(4, 37.80963657353664)	(5, 38.12484620299726)	(6, 38.58970376269687)	(7, 38.41335839107256)	(8, 38.40596254845679)	(9, 38.238752089421446)	(10, 38.43978586102545)	(15, 38.450082178249076)	(20, 38.38534218159775)	(25, 38.42086788063234)	(30, 38.32307508490554)	(35, 38.29845941257637)	(40, 38.249717980552944)	(45, 38.17458688097081)	(50, 38.12429970665182)	(55, 38.04816120922906)	(60, 37.99016658228395)	(65, 37.9613367022486)	(70, 37.88406413300049)	(75, 37.79968679157974)	(80, 37.66990437912365)	(85, 37.59882205182284)	(90, 37.57159066160984)	(95, 37.48446133786109)	(100, 37.36245790687424)	(105, 37.05074232153853)	(110, 36.87527791353162)	(115, 36.7205405662447)	(120, 36.56442970532915)	(125, 36.58961664935722)	(130, 36.432561527792146)	(135, 36.299019335564985)	(140, 36.113645984974156)	(145, 36.03036547242803)	(150, 35.225471101348376)
IDDLNTM7.B_R1	(1, 38.64661639570151)	(2, 37.61702443950513)	(3, 38.18773746124607)	(4, 38.2213166186445)	(5, 38.50288427767563)	(6, 38.75767098262527)	(7, 38.93366203458438)	(8, 38.797567419832745)	(9, 38.772496228835365)	(10, 38.99960565956848)	(15, 39.133077851493184)	(20, 39.14937837899299)	(25, 39.07050094373868)	(30, 38.916765027175124)	(35, 38.927786934883294)	(40, 38.81239586658457)	(45, 38.85271864964091)	(50, 38.780201196160355)	(55, 38.70838196612648)	(60, 38.59665273869514)	(65, 38.64329650745095)	(70, 38.58034362026752)	(75, 38.378815951163105)	(80, 38.07704958902518)	(85, 37.74042469504312)	(90, 37.1732685700906)	(95, 36.71922329590103)	(100, 36.21429235601141)	(105, 35.75652611515718)	(110, 35.36237645277222)	(115, 34.96662298207949)	(120, 34.67657245563249)	(125, 34.547703148069694)	(130, 34.36836913026963)	(135, 34.325658827304665)	(140, 34.23358597960581)	(145, 34.193537600890764)	(150, 33.687902962943625)
IDDLNTM7.B_R2	(1, 38.821961443579085)	(2, 38.01040302400659)	(3, 38.23998293605907)	(4, 37.956417044063876)	(5, 38.20532233245375)	(6, 38.653451236798816)	(7, 38.52204710018285)	(8, 38.51974018339104)	(9, 38.3836489376307)	(10, 38.54313075307905)	(15, 38.55103457511545)	(20, 38.49404977179295)	(25, 38.53148499240713)	(30, 38.43025884802396)	(35, 38.39443787959057)	(40, 38.339095712200546)	(45, 38.26510129293463)	(50, 38.21512559178437)	(55, 38.1461153424706)	(60, 38.08534564587353)	(65, 38.05451415355357)	(70, 37.97043322701358)	(75, 37.89408101918724)	(80, 37.748731279989286)	(85, 37.68934598614165)	(90, 37.65091767111739)	(95, 37.55781778642111)	(100, 37.42887284500366)	(105, 37.0823398318368)	(110, 36.9157539086616)	(115, 36.758512472426915)	(120, 36.60711050881033)	(125, 36.638175388002516)	(130, 36.48328634994218)	(135, 36.36477155291127)	(140, 36.172119407158604)	(145, 36.10159513315517)	(150, 35.28915252181633)
IDDLNTM7.C_R1	(1, 38.62990643404042)	(2, 37.6299086285356)	(3, 38.1672966087003)	(4, 38.191923233632544)	(5, 38.48834247584409)	(6, 38.70317989666854)	(7, 38.88778229437397)	(8, 38.715567090472454)	(9, 38.75559029360151)	(10, 38.95091850595842)	(15, 39.07517462695411)	(20, 39.09333963397283)	(25, 39.00822533369127)	(30, 38.8604460530907)	(35, 38.87229237698209)	(40, 38.75779115281953)	(45, 38.79129904605294)	(50, 38.73074597474721)	(55, 38.64035537654978)	(60, 38.548846390457754)	(65, 38.58541406832341)	(70, 38.52908108440248)	(75, 38.36283029895608)	(80, 38.18234133616959)	(85, 37.995376198651556)	(90, 37.56132421691269)	(95, 37.23542785706813)	(100, 36.868839192513555)	(105, 36.51697924812206)	(110, 36.22167956420252)	(115, 35.928068105426476)	(120, 35.686501733285446)	(125, 35.631715575868455)	(130, 35.432755254535834)	(135, 35.40343701835403)	(140, 35.25010368989735)	(145, 35.22427945579446)	(150, 34.66061290787436)
IDDLNTM7.C_R2	(1, 38.87591007543943)	(2, 38.044776845442435)	(3, 38.22588963005932)	(4, 37.939317087729336)	(5, 38.1499974031807)	(6, 38.58060929427229)	(7, 38.449027363160425)	(8, 38.433520328706116)	(9, 38.31449895651754)	(10, 38.474735289018675)	(15, 38.47814787532634)	(20, 38.40764247577094)	(25, 38.440146972657324)	(30, 38.34162825690517)	(35, 38.31313171286932)	(40, 38.26868331020579)	(45, 38.19333707372846)	(50, 38.14809579995567)	(55, 38.07495020324683)	(60, 38.0194790707337)	(65, 37.98519930039494)	(70, 37.91383987646456)	(75, 37.839051114913275)	(80, 37.70444568148951)	(85, 37.64034908566359)	(90, 37.59303101480041)	(95, 37.48869513121984)	(100, 37.35536082255532)	(105, 37.02567325283437)	(110, 36.852747837142125)	(115, 36.68041515459853)	(120, 36.52880326131244)	(125, 36.53049185220514)	(130, 36.3730123908513)	(135, 36.21777467947569)	(140, 36.03475261090064)	(145, 35.92527348896205)	(150, 35.10601734236393)
IDDLNTM70_R1	(1, 38.70467982325201)	(2, 37.75322770420783)	(3, 38.33460486340665)	(4, 38.27172558941889)	(5, 38.60836054213165)	(6, 38.865427017154715)	(7, 39.09206322617772)	(8, 38.91500831461251)	(9, 38.927087264931515)	(10, 39.10387437978124)	(15, 39.240897032541135)	(20, 39.26707129763341)	(25, 39.205731908794576)	(30, 39.079918785620784)	(35, 39.11974862987884)	(40, 39.023485328862854)	(45, 39.08230226284442)	(50, 39.05000412015729)	(55, 38.97707641743543)	(60, 38.88804016950733)	(65, 38.93908505490616)	(70, 38.89201324394168)	(75, 38.75653479911869)	(80, 38.536552657636534)	(85, 38.29793335611803)	(90, 37.90011323002771)	(95, 37.53705134526513)	(100, 37.162816134265796)	(105, 36.772992193315076)	(110, 36.44470227473209)	(115, 36.096497271915524)	(120, 35.81348574763293)	(125, 35.67193627129818)	(130, 35.488581436597535)	(135, 35.42440737953943)	(140, 35.310911284232766)	(145, 35.226002650409384)	(150, 34.78169245254727)
IDDLNTM70_R2	(1, 38.75272869237014)	(2, 38.09482683856954)	(3, 38.34115658894204)	(4, 38.00244723834637)	(5, 38.3797758364257)	(6, 38.79268422168878)	(7, 38.65016730540362)	(8, 38.66378624894126)	(9, 38.47294704719809)	(10, 38.66351240032259)	(15, 38.69094005779027)	(20, 38.64945210013198)	(25, 38.698782243608015)	(30, 38.61394288246204)	(35, 38.604156846958446)	(40, 38.57022987775966)	(45, 38.51244219959663)	(50, 38.47952892417965)	(55, 38.417150229040224)	(60, 38.374352034344554)	(65, 38.34028111630596)	(70, 38.273630858222006)	(75, 38.203574783556654)	(80, 38.07813450084632)	(85, 38.032763166604305)	(90, 38.013817359506014)	(95, 37.95299767785233)	(100, 37.857204480029395)	(105, 37.61319023103951)	(110, 37.48915528670216)	(115, 37.36994868040142)	(120, 37.239639641586834)	(125, 37.272407887467025)	(130, 37.12427934396289)	(135, 37.010240738764466)	(140, 36.82299269313744)	(145, 36.759627753919894)	(150, 35.97580859775512)
IDDLNTM71_R1	(1, 38.60658755349736)	(2, 37.38428046727688)	(3, 38.046984004381514)	(4, 38.081864831765266)	(5, 38.408889685805896)	(6, 38.68363410245403)	(7, 38.864357637960985)	(8, 38.73357781061229)	(9, 38.742213249243264)	(10, 38.956333622407314)	(15, 39.08803032575706)	(20, 39.11902158514838)	(25, 39.04761215122189)	(30, 38.90464305685102)	(35, 38.93999536791991)	(40, 38.848069497292876)	(45, 38.90263298696179)	(50, 38.85896936792796)	(55, 38.793795656304255)	(60, 38.708976178120146)	(65, 38.76958849772907)	(70, 38.727868053532134)	(75, 38.57781337084974)	(80, 38.416625834248535)	(85, 38.246491831504926)	(90, 37.85683470313022)	(95, 37.57682178387956)	(100, 37.226067231826406)	(105, 36.88199839199007)	(110, 36.59632042730077)	(115, 36.29516418884864)	(120, 36.042164342293475)	(125, 35.94100982794064)	(130, 35.7190430789195)	(135, 35.62136342921049)	(140, 35.429452098487445)	(145, 35.311859791648345)	(150, 34.775102741950036)
IDDLNTM71_R2	(1, 38.87547118196776)	(2, 38.0618710270287)	(3, 38.291306114403184)	(4, 38.00970897778728)	(5, 38.20167019244971)	(6, 38.628605450797366)	(7, 38.51472754346311)	(8, 38.500058906725656)	(9, 38.40192317528515)	(10, 38.525591437893056)	(15, 38.540063527311744)	(20, 38.4922097723097)	(25, 38.54012766380524)	(30, 38.457806750308464)	(35, 38.4418611306988)	(40, 38.404590701702666)	(45, 38.34518594123465)	(50, 38.31070315090639)	(55, 38.254964285283265)	(60, 38.20548665863237)	(65, 38.183576115247995)	(70, 38.11882055517147)	(75, 38.05073127671277)	(80, 37.92799000482173)	(85, 37.879835222084104)	(90, 37.84845845409212)	(95, 37.776531905319366)	(100, 37.67985958935403)	(105, 37.41221949622968)	(110, 37.28547371639372)	(115, 37.15033513616649)	(120, 37.01667778710707)	(125, 37.030525407763854)	(130, 36.880895198326016)	(135, 36.753887585278264)	(140, 36.56523399762879)	(145, 36.479654996238594)	(150, 35.67700723949291)
IDDLNTM72_R1	(1, 38.64035980666419)	(2, 37.8112143953281)	(3, 38.23080992855147)	(4, 38.14126869926944)	(5, 38.36583979763267)	(6, 38.581993593742226)	(7, 38.749947379901805)	(8, 38.576350805757215)	(9, 38.59412013455437)	(10, 38.78986422101207)	(15, 38.93567221697084)	(20, 38.96892735364916)	(25, 38.89343071559507)	(30, 38.7457260999514)	(35, 38.7481230889337)	(40, 38.648198670529304)	(45, 38.6628264837911)	(50, 38.59327802163738)	(55, 38.52256885579031)	(60, 38.4212376629788)	(65, 38.490908395106146)	(70, 38.386902761885445)	(75, 38.03218953185334)	(80, 37.52012383900929)	(85, 36.849579230560224)	(90, 35.959834983372055)	(95, 35.15464090131531)	(100, 34.334310026137835)	(105, 33.58851561573168)	(110, 32.91611131733937)	(115, 32.27387326018821)	(120, 31.78843658991148)	(125, 31.537320469792242)	(130, 31.344348601453465)	(135, 31.370091501567124)	(140, 31.391132269705746)	(145, 31.522900649427687)	(150, 31.074174247149905)
IDDLNTM72_R2	(1, 39.20831818512325)	(2, 38.66892773634078)	(3, 38.86337526357885)	(4, 38.649192329329104)	(5, 38.81237012403035)	(6, 39.14069083491832)	(7, 39.01909822545894)	(8, 39.01124347989147)	(9, 38.89108787747745)	(10, 39.02519909531701)	(15, 39.03749038487297)	(20, 39.00272820858224)	(25, 39.044433941685455)	(30, 38.96293363744561)	(35, 38.948169585965935)	(40, 38.92879601388405)	(45, 38.88200201295794)	(50, 38.857258703364245)	(55, 38.815507047266244)	(60, 38.7787770706487)	(65, 38.76204120058016)	(70, 38.695631957812076)	(75, 38.63998668233151)	(80, 38.501555258756945)	(85, 38.454027255297405)	(90, 38.357453493400484)	(95, 38.24883757419434)	(100, 38.04569950288358)	(105, 37.55653675561696)	(110, 37.41101443895495)	(115, 37.19762310232791)	(120, 37.0423503771426)	(125, 37.101540716475256)	(130, 36.952331931406356)	(135, 36.89062960425859)	(140, 36.70041330695312)	(145, 36.719347357705686)	(150, 36.00753424133299)
IDDLNTM73_R1	(1, 38.82300446855141)	(2, 37.64639291120013)	(3, 38.22552578314957)	(4, 38.23094869660204)	(5, 38.52552101710472)	(6, 38.75097261907233)	(7, 38.962545805918964)	(8, 38.828638394796094)	(9, 38.80427544971861)	(10, 39.007200955668864)	(15, 39.147610866274775)	(20, 39.17542535028507)	(25, 39.10884493365589)	(30, 38.97154309926672)	(35, 39.00362088726844)	(40, 38.90532989870617)	(45, 38.955280278029534)	(50, 38.91221406613579)	(55, 38.845841818046246)	(60, 38.76807464856185)	(65, 38.825415164786)	(70, 38.770510328096066)	(75, 38.58057052631741)	(80, 38.35415633703316)	(85, 38.116318706956655)	(90, 37.66133161755719)	(95, 37.33342973043405)	(100, 36.918939801009934)	(105, 36.55447504706469)	(110, 36.21052019842121)	(115, 35.886545071025594)	(120, 35.614888662886116)	(125, 35.52220092876377)	(130, 35.32417668496982)	(135, 35.27629499972711)	(140, 35.14478875274913)	(145, 35.082174761640104)	(150, 34.58936180353287)
IDDLNTM73_R2	(1, 38.835063330742756)	(2, 38.00383512867168)	(3, 38.21391277676692)	(4, 37.89253721935106)	(5, 38.15457205913893)	(6, 38.57601726230696)	(7, 38.44667679835556)	(8, 38.43250012107291)	(9, 38.32196016662708)	(10, 38.4630374003839)	(15, 38.47273783909064)	(20, 38.425410091254385)	(25, 38.47330607463165)	(30, 38.385600625428076)	(35, 38.36493282567268)	(40, 38.328793906227304)	(45, 38.26413789551445)	(50, 38.2306387499433)	(55, 38.168907015233664)	(60, 38.12244691817547)	(65, 38.09887759643746)	(70, 38.03434119807605)	(75, 37.969482861072095)	(80, 37.83791342556399)	(85, 37.779107427419675)	(90, 37.74583789758999)	(95, 37.667471820759815)	(100, 37.55229265975283)	(105, 37.24690341610109)	(110, 37.13350468033292)	(115, 36.97144462663035)	(120, 36.84771372059754)	(125, 36.86545393886702)	(130, 36.7211622384729)	(135, 36.59421571272741)	(140, 36.400009378346326)	(145, 36.32479919192478)	(150, 35.51067997623127)
IDDLNTM74_R1	(1, 38.61815121111109)	(2, 37.48232884543188)	(3, 38.16053379689363)	(4, 38.18930675583571)	(5, 38.497866579393296)	(6, 38.83872148748712)	(7, 38.95785509183123)	(8, 38.80689380909434)	(9, 38.832509391842834)	(10, 39.045590904249195)	(15, 39.17442829619559)	(20, 39.20153621727617)	(25, 39.13120744543011)	(30, 38.993086159213796)	(35, 39.02240619683341)	(40, 38.93207961893454)	(45, 38.97555156991004)	(50, 38.939826024074826)	(55, 38.86788508713218)	(60, 38.78758825470591)	(65, 38.84106160699138)	(70, 38.79255484243439)	(75, 38.58431345918475)	(80, 38.374522231657664)	(85, 38.071383774284165)	(90, 37.637519495128686)	(95, 37.239459253335724)	(100, 36.840597653021575)	(105, 36.421344517164684)	(110, 36.09872962280688)	(115, 35.727936102082595)	(120, 35.47684343234182)	(125, 35.34319707164828)	(130, 35.18335207424535)	(135, 35.12742568003846)	(140, 35.03976445274076)	(145, 34.99058442347451)	(150, 34.51922145307894)
IDDLNTM74_R2	(1, 38.982494527055614)	(2, 38.20381360715127)	(3, 38.36596901719569)	(4, 38.07165940309646)	(5, 38.29080702054021)	(6, 38.69535453255638)	(7, 38.55044500108221)	(8, 38.52950120860145)	(9, 38.39781986149062)	(10, 38.554745500988744)	(15, 38.576554153816595)	(20, 38.5269413309901)	(25, 38.569124349339084)	(30, 38.48755184790086)	(35, 38.46935716665572)	(40, 38.44340781322287)	(45, 38.38158610572781)	(50, 38.35135560273021)	(55, 38.290665753960404)	(60, 38.24600144037403)	(65, 38.21955143091462)	(70, 38.15098508456576)	(75, 38.08652200999177)	(80, 37.955090854624196)	(85, 37.90251170616188)	(90, 37.857653525770814)	(95, 37.793780227811666)	(100, 37.65949067265831)	(105, 37.3575967238872)	(110, 37.263983858362764)	(115, 37.10291188576575)	(120, 36.99295379560816)	(125, 37.01231231360818)	(130, 36.88659523241191)	(135, 36.77011880246822)	(140, 36.596978030775674)	(145, 36.53214966172105)	(150, 35.78124983675988)
IDDLNTM75_R1	(1, 38.73194981986339)	(2, 37.73483115472272)	(3, 38.230578172103854)	(4, 38.18760397269657)	(5, 38.51782338433698)	(6, 38.78457779107746)	(7, 38.958781547543914)	(8, 38.76795208711228)	(9, 38.81393195133262)	(10, 38.98700633799122)	(15, 39.12100500203514)	(20, 39.150155506989655)	(25, 39.08327866124531)	(30, 38.956895892336874)	(35, 38.983675997086046)	(40, 38.879479459320706)	(45, 38.93149098087824)	(50, 38.88594234777499)	(55, 38.80401382473447)	(60, 38.70897912816811)	(65, 38.78380410893951)	(70, 38.70064798124556)	(75, 38.50228270740529)	(80, 38.20112710066802)	(85, 37.86982266199413)	(90, 37.35574714029288)	(95, 36.93249602073237)	(100, 36.47358612496625)	(105, 36.06178347773099)	(110, 35.68977681591461)	(115, 35.32747129419918)	(120, 35.078025791610706)	(125, 34.97542133908561)	(130, 34.845930699523805)	(135, 34.8169317542011)	(140, 34.74692046995777)	(145, 34.689355228641844)	(150, 34.19826845720709)
IDDLNTM75_R2	(1, 38.95390006046312)	(2, 38.16554462428954)	(3, 38.39680117465806)	(4, 38.09041671334949)	(5, 38.34774851690438)	(6, 38.76041901558096)	(7, 38.63815587005203)	(8, 38.638944396146435)	(9, 38.49915876367807)	(10, 38.6519964885061)	(15, 38.670175702334234)	(20, 38.627981047009484)	(25, 38.68029455326073)	(30, 38.591544995861184)	(35, 38.579033053330924)	(40, 38.543854767486444)	(45, 38.48594386053488)	(50, 38.455987243652196)	(55, 38.394174550745774)	(60, 38.353180837681336)	(65, 38.333741683957044)	(70, 38.271753699997966)	(75, 38.21660253982931)	(80, 38.08993007740131)	(85, 38.04411330760696)	(90, 38.00170989141694)	(95, 37.92852389144245)	(100, 37.80596575773434)	(105, 37.48697102450246)	(110, 37.37662095768102)	(115, 37.22407292637256)	(120, 37.0985698273421)	(125, 37.14347402473079)	(130, 36.99576871603086)	(135, 36.90362159445838)	(140, 36.71341718750517)	(145, 36.67312766417109)	(150, 35.90826718554331)
IDDLNTM76_R1	(1, 38.774796975921944)	(2, 37.60662147037774)	(3, 38.14355278943925)	(4, 38.199459195863795)	(5, 38.4650716356729)	(6, 38.71164509108665)	(7, 38.95471067360188)	(8, 38.75152404488772)	(9, 38.80151971090991)	(10, 38.987712060262844)	(15, 39.122585534601996)	(20, 39.15428982210345)	(25, 39.08412897324568)	(30, 38.95449374158768)	(35, 38.983360534607286)	(40, 38.89231546526471)	(45, 38.93077660431884)	(50, 38.891312271260816)	(55, 38.816236755141276)	(60, 38.73171600725565)	(65, 38.792045571829696)	(70, 38.74767615076648)	(75, 38.56555803726119)	(80, 38.34297137942779)	(85, 38.042475440969)	(90, 37.60990868128605)	(95, 37.19323831643294)	(100, 36.79245612350799)	(105, 36.36361289715502)	(110, 36.02388897048212)	(115, 35.64074278233746)	(120, 35.36171717923107)	(125, 35.21153630718387)	(130, 35.021064658074586)	(135, 34.958551022998904)	(140, 34.84829021926113)	(145, 34.79942210803409)	(150, 34.30664599073143)
IDDLNTM76_R2	(1, 38.902917413456606)	(2, 38.11158562340085)	(3, 38.285682677800644)	(4, 38.03193325716553)	(5, 38.20888671024381)	(6, 38.60932930580696)	(7, 38.470858184828366)	(8, 38.45154962489369)	(9, 38.35349618493391)	(10, 38.48860558025605)	(15, 38.49928517976683)	(20, 38.443958275979654)	(25, 38.4897393234205)	(30, 38.40261200047727)	(35, 38.38269731944003)	(40, 38.34780271563447)	(45, 38.28731928954978)	(50, 38.25507652914711)	(55, 38.19161963400034)	(60, 38.14585079375373)	(65, 38.11884678466531)	(70, 38.042711361951994)	(75, 37.965490261901536)	(80, 37.834481975208796)	(85, 37.764140646375175)	(90, 37.72611481247652)	(95, 37.63281217515035)	(100, 37.508695358235585)	(105, 37.18496234737563)	(110, 37.091481010289435)	(115, 36.899626303027915)	(120, 36.79719404076991)	(125, 36.79549334125105)	(130, 36.66801157733692)	(135, 36.52648348669681)	(140, 36.349600140213184)	(145, 36.267522696162295)	(150, 35.469223353295064)
IDDLNTM77_R1	(1, 38.609202842892934)	(2, 37.352817905261496)	(3, 38.04744639389295)	(4, 38.186634110019554)	(5, 38.454641502346156)	(6, 38.76695321435399)	(7, 38.95707821980432)	(8, 38.82082127272788)	(9, 38.81535685416925)	(10, 39.03289571922575)	(15, 39.16534005037783)	(20, 39.191657001412054)	(25, 39.1230666751636)	(30, 38.984678162114655)	(35, 39.00800544697749)	(40, 38.90350250044442)	(45, 38.93764082818207)	(50, 38.874445961220474)	(55, 38.81114215470892)	(60, 38.70219240844282)	(65, 38.76236312959715)	(70, 38.68295679647959)	(75, 38.38510519978401)	(80, 37.950905962495014)	(85, 37.42772484713917)	(90, 36.60708174155702)	(95, 35.95539274250622)	(100, 35.17949776452556)	(105, 34.542815725128875)	(110, 33.94594746886603)	(115, 33.418243349757)	(120, 33.05468912985876)	(125, 32.90862963571661)	(130, 32.84214404303917)	(135, 32.93616128956522)	(140, 33.05936413916625)	(145, 33.19992916246012)	(150, 32.834505126665704)
IDDLNTM77_R2	(1, 39.03622709602981)	(2, 38.40694690873965)	(3, 38.55417964963592)	(4, 38.29933287941854)	(5, 38.511469845411824)	(6, 38.86583598023794)	(7, 38.72157962347433)	(8, 38.699200059031284)	(9, 38.583822074345875)	(10, 38.71487340137583)	(15, 38.719398685883135)	(20, 38.668190657628614)	(25, 38.71192344715862)	(30, 38.62532133477781)	(35, 38.60890862561085)	(40, 38.57806088942702)	(45, 38.52666490020023)	(50, 38.49840541746185)	(55, 38.45203755194585)	(60, 38.415348670286804)	(65, 38.402331735687426)	(70, 38.34613019752002)	(75, 38.28678846340899)	(80, 38.15342606164073)	(85, 38.10080007513072)	(90, 38.01243534229759)	(95, 37.89175809248458)	(100, 37.69890637839724)	(105, 37.2434894196487)	(110, 37.06570691638689)	(115, 36.874028985701685)	(120, 36.70026329293939)	(125, 36.77734325684982)	(130, 36.626756868256265)	(135, 36.59837248068906)	(140, 36.43062489308965)	(145, 36.48560260542619)	(150, 35.764675143469496)
IDDLNTM78_R1	(1, 38.64077575229907)	(2, 37.796384175872014)	(3, 38.24893464656908)	(4, 38.12062034064319)	(5, 38.46209065679926)	(6, 38.66381063285629)	(7, 38.858427817380424)	(8, 38.70306665941122)	(9, 38.674682918865976)	(10, 38.90210040811884)	(15, 39.048715938401266)	(20, 39.080609196277955)	(25, 39.00858629809)	(30, 38.87070498993307)	(35, 38.89032943353104)	(40, 38.792879708331064)	(45, 38.837869423736194)	(50, 38.7913540621429)	(55, 38.72197507754258)	(60, 38.63224622081951)	(65, 38.68503847200305)	(70, 38.62701368014366)	(75, 38.41445850791751)	(80, 38.143213973989226)	(85, 37.81637403275833)	(90, 37.31716593568047)	(95, 36.887218936714376)	(100, 36.444827860913094)	(105, 35.98968754421288)	(110, 35.61242631550307)	(115, 35.2023510257387)	(120, 34.91757827719432)	(125, 34.769416553300324)	(130, 34.60085132502585)	(135, 34.528350699243624)	(140, 34.438221167764056)	(145, 34.37531732056375)	(150, 33.90767067530065)
IDDLNTM78_R2	(1, 38.9895334385373)	(2, 38.204509114654186)	(3, 38.4176951624313)	(4, 38.15932437285738)	(5, 38.37978429558687)	(6, 38.80557566523372)	(7, 38.685348859988025)	(8, 38.68146574522501)	(9, 38.52173825978125)	(10, 38.68988844751592)	(15, 38.7161224574196)	(20, 38.6790407139359)	(25, 38.72983472819285)	(30, 38.64693902160309)	(35, 38.63157294444142)	(40, 38.60190159438428)	(45, 38.544986972846495)	(50, 38.5169587201393)	(55, 38.45941600914186)	(60, 38.41454270011427)	(65, 38.39722069978778)	(70, 38.33595507427763)	(75, 38.27486549491211)	(80, 38.150662502040596)	(85, 38.100471328290794)	(90, 38.06676484736355)	(95, 37.999922163574034)	(100, 37.88030342275671)	(105, 37.57715274527943)	(110, 37.47260771616695)	(115, 37.3150996136475)	(120, 37.19537482722969)	(125, 37.22364747238395)	(130, 37.08122962398651)	(135, 36.976532404636224)	(140, 36.78996449910214)	(145, 36.73563049464004)	(150, 35.96049409588072)
IDDLNTM79_R1	(1, 38.65096743168424)	(2, 37.575291439690574)	(3, 38.2007016686226)	(4, 38.13038074658879)	(5, 38.516676671926724)	(6, 38.7586030639981)	(7, 38.90031735517187)	(8, 38.74906011595486)	(9, 38.77341589132536)	(10, 38.976056006101885)	(15, 39.11120934135665)	(20, 39.14080935919096)	(25, 39.07524860550029)	(30, 38.943320652926815)	(35, 38.97255140500921)	(40, 38.879609014606615)	(45, 38.929821354356584)	(50, 38.882110993100355)	(55, 38.81174644070172)	(60, 38.72448531296825)	(65, 38.79363092214528)	(70, 38.74986664076446)	(75, 38.6057778386409)	(80, 38.49757644469852)	(85, 38.39622963584569)	(90, 38.102466230256866)	(95, 37.891857682208524)	(100, 37.68041108083879)	(105, 37.44052194018182)	(110, 37.259340321622666)	(115, 37.068740913658054)	(120, 36.89102934221652)	(125, 36.88344179884491)	(130, 36.71067104774976)	(135, 36.684661219771236)	(140, 36.543211895484575)	(145, 36.49057918513128)	(150, 36.06658805770036)
IDDLNTM79_R2	(1, 38.82466803502531)	(2, 38.06329627406239)	(3, 38.257627750185904)	(4, 38.019672676722884)	(5, 38.15222538745834)	(6, 38.549211548352474)	(7, 38.48456934122926)	(8, 38.461021683017435)	(9, 38.369695686167105)	(10, 38.514141811424466)	(15, 38.52807327353531)	(20, 38.484152703092185)	(25, 38.53126274874484)	(30, 38.445165867042036)	(35, 38.42284224756888)	(40, 38.387032705257774)	(45, 38.32273157930774)	(50, 38.290303231035516)	(55, 38.23033257802909)	(60, 38.17963592530609)	(65, 38.1494554962317)	(70, 38.08179626530446)	(75, 38.00633977863163)	(80, 37.87555282379224)	(85, 37.815011074787854)	(90, 37.76996829632979)	(95, 37.68607825121855)	(100, 37.55373206815891)	(105, 37.23183105813189)	(110, 37.10399170067659)	(115, 36.93820451494658)	(120, 36.79939904745678)	(125, 36.82463762115786)	(130, 36.66473981812189)	(135, 36.54494867062736)	(140, 36.33367165443477)	(145, 36.27244089598298)	(150, 35.44182710910617)
IDDLNTM81_R1	(1, 38.636713618321686)	(2, 37.40146274393702)	(3, 38.08176813877752)	(4, 38.08079163802231)	(5, 38.43684609324428)	(6, 38.7810902083971)	(7, 38.92595253985538)	(8, 38.7691865337234)	(9, 38.78164218724126)	(10, 39.007134778179775)	(15, 39.13651540773674)	(20, 39.16737102512508)	(25, 39.10358595565101)	(30, 38.963679390615354)	(35, 39.002655319319764)	(40, 38.91739506129475)	(45, 38.965751920635476)	(50, 38.919735050154806)	(55, 38.85601120015255)	(60, 38.76899595048248)	(65, 38.835578649458306)	(70, 38.78214840202125)	(75, 38.616960403044914)	(80, 38.359290958084735)	(85, 38.08197206987049)	(90, 37.61758163014407)	(95, 37.22441312103892)	(100, 36.803362052959855)	(105, 36.392680058007954)	(110, 36.04241044143254)	(115, 35.669216641660356)	(120, 35.35969049040811)	(125, 35.18237862737916)	(130, 34.97388367296759)	(135, 34.86705378782937)	(140, 34.74980023383831)	(145, 34.64579096059373)	(150, 34.19432967187367)
IDDLNTM81_R2	(1, 38.8701304175469)	(2, 38.03973394619712)	(3, 38.24594772258547)	(4, 37.873148236427596)	(5, 38.21234224695534)	(6, 38.64716809763)	(7, 38.494647310608535)	(8, 38.49742928398308)	(9, 38.305930761780985)	(10, 38.49769423382828)	(15, 38.51151759056217)	(20, 38.46627268758499)	(25, 38.513678738276724)	(30, 38.43283079841231)	(35, 38.41097635021553)	(40, 38.374836187733024)	(45, 38.31369409332457)	(50, 38.2744320388593)	(55, 38.2158900658862)	(60, 38.164908998760566)	(65, 38.135361470873086)	(70, 38.074416784171255)	(75, 38.0004131812548)	(80, 37.87769232699227)	(85, 37.82068927103667)	(90, 37.79623851507655)	(95, 37.726864910704876)	(100, 37.62523958390831)	(105, 37.34039260749788)	(110, 37.21017738592855)	(115, 37.072158287460546)	(120, 36.935717547407464)	(125, 36.96100118926351)	(130, 36.80812432570766)	(135, 36.68418861618903)	(140, 36.48482951380699)	(145, 36.41088000481727)	(150, 35.57625587732019)
