Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
IDDLNTM82_R2 - polyg	(1, 0.2219205397736041)	(2, 0.22521743115576384)	(3, 0.22692433236780402)	(4, 0.22898196670560583)	(5, 0.23143709858593756)	(6, 0.23342458629858706)	(7, 0.2351314875106272)	(8, 0.23641750897175337)	(9, 0.23824132122571406)	(10, 0.24275876388552448)	(15, 0.24690209121118906)	(20, 0.24917484186612468)	(25, 0.25096591902834764)	(30, 0.2524717332482845)	(35, 0.25352393262556944)	(40, 0.25445922096093393)	(45, 0.2554927145715117)	(50, 0.25663844278233316)	(55, 0.2576438777428499)	(60, 0.25895328141236024)	(65, 0.26008498029815125)	(70, 0.2610810623753144)	(75, 0.26195088052720333)	(80, 0.26300775634616513)	(85, 0.264013191306682)	(90, 0.26498589117546106)	(95, 0.2667395568042694)	(100, 0.28686696178131277)	(105, 0.7064045739340752)	(110, 1.9263806492584563)	(115, 3.1657546046582974)	(120, 5.071839497039345)	(125, 6.643526074435857)	(130, 8.5759627156658)	(135, 10.239120492260957)	(140, 11.30964684447745)
IDDLNTM83_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00014721305787780838)	(15, 0.0003222772348135805)	(20, 0.001273194014078343)	(25, 0.0630668697411119)	(30, 0.6114394890672422)	(35, 1.833793274670919)	(40, 2.967771480772383)	(45, 4.840440938916926)	(50, 6.1777243566789375)	(55, 8.121390296033523)	(60, 9.589084589418803)	(65, 11.670171928936675)	(70, 13.214802949353935)	(75, 15.336306241356207)	(80, 16.912015131910856)	(85, 19.088261787787207)	(90, 20.768667013612035)	(95, 23.00504821426582)	(100, 24.797780981982715)	(105, 27.056705674148276)	(110, 28.9212346480653)	(115, 31.108032899333324)	(120, 33.000651716185956)	(125, 35.09782108759416)	(130, 37.01517965563285)	(135, 39.02144297443586)	(140, 40.310635467047355)
IDDLNTM83_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0002984048470496116)	(4, 0.0004973414117493527)	(5, 0.0007758526023289901)	(6, 0.0010145764799686795)	(7, 0.0015318115481880062)	(8, 0.0017705354258276955)	(9, 0.002247983181107074)	(10, 0.008307590941861186)	(15, 0.012926897974189172)	(20, 0.015186817349178233)	(25, 0.016583352033370417)	(30, 0.017737184108628918)	(35, 0.018894994915181408)	(40, 0.02891741904475436)	(45, 0.043169234539843816)	(50, 0.045063110635785344)	(55, 0.048858820290256406)	(60, 0.05592902579968519)	(65, 0.06272469884982837)	(70, 0.06737583573250831)	(75, 0.17860126905613355)	(80, 0.6628168462665973)	(85, 1.4062825758624695)	(90, 2.470939346628662)	(95, 3.7796753673562606)	(100, 5.270450280978004)	(105, 6.9223001523058345)	(110, 8.63068779532133)	(115, 10.394630463394876)	(120, 12.147030831984544)	(125, 13.952404029022457)	(130, 15.671550161456915)	(135, 17.559450202994874)	(140, 18.49397858805967)
IDDLNTM83_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00017904290822976695)	(15, 0.0003740007416355133)	(20, 0.0013209387896062806)	(25, 0.06446738315659808)	(30, 0.6290652686996392)	(35, 1.8889504265995694)	(40, 3.052124562936367)	(45, 4.9644858444698015)	(50, 6.321448067211913)	(55, 8.288787457765768)	(60, 9.759390203726957)	(65, 11.849688306190428)	(70, 13.39721186425842)	(75, 15.506369153055427)	(80, 17.048612934696287)	(85, 19.1792354788244)	(90, 20.831733883353145)	(95, 23.051854009208377)	(100, 24.827780615939435)	(105, 27.057465611825428)	(110, 28.87279757329221)	(115, 30.999771620823726)	(120, 32.82781562877482)	(125, 34.86116217149605)	(130, 36.707870407947276)	(135, 38.63767842620488)	(140, 39.85849244279778)
IDDLNTM83_R2 - polyg	(1, 0.2503616666746241)	(2, 0.25449954722037876)	(3, 0.2572846591261751)	(4, 0.25973157887198195)	(5, 0.2620790303354389)	(6, 0.2641280769518462)	(7, 0.26593839969061384)	(8, 0.2678084033987914)	(9, 0.2700563865798985)	(10, 0.27439320369035286)	(15, 0.27859872266810537)	(20, 0.28096606778803224)	(25, 0.28248196441104434)	(30, 0.28344481738419103)	(35, 0.28467424535403546)	(40, 0.2857206516843561)	(45, 0.2868227602527927)	(50, 0.2879447624776992)	(55, 0.28889170052567004)	(60, 0.28987842588658064)	(65, 0.29098451318631124)	(70, 0.2922099624248617)	(75, 0.29316087920412637)	(80, 0.2940123277010413)	(85, 0.29491549970477815)	(90, 0.2960892254365066)	(95, 0.2976011433282246)	(100, 0.31149885173814856)	(105, 0.6620768022459143)	(110, 1.7413076657420095)	(115, 2.9080706177059907)	(120, 4.694039542223092)	(125, 6.245147937186973)	(130, 8.131380890312744)	(135, 9.798107237948821)	(140, 10.856087697603689)
IDDLNTM84_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 2.1036214474303948e-05)	(9, 2.1036214474303948e-05)	(10, 0.0008919354937104874)	(15, 0.0014472915558321117)	(20, 0.005995321125176626)	(25, 0.1041124326762251)	(30, 0.8308042544481602)	(35, 2.1588835828543913)	(40, 3.4838832094615846)	(45, 5.5326337950572055)	(50, 7.030105136896322)	(55, 9.111192591381842)	(60, 10.707201769061493)	(65, 12.91243233964567)	(70, 14.566615064832561)	(75, 16.801628707869458)	(80, 18.52231952873831)	(85, 20.785180912496294)	(90, 22.59827961630786)	(95, 24.841892863821855)	(100, 26.726371650587634)	(105, 28.936583596759327)	(110, 30.89422213022384)	(115, 33.0131032476339)	(120, 34.99568652422205)	(125, 37.01437635933388)	(130, 39.03057129940907)	(135, 40.966311133605835)	(140, 42.29276225901176)
IDDLNTM84_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00029450700264025526)	(4, 0.00039968807501177504)	(5, 0.0007152312921263343)	(6, 0.0008835210079207658)	(7, 0.0013463177263554527)	(8, 0.0015356436566241883)	(9, 0.0018511868737387475)	(10, 0.006479154058085615)	(15, 0.010564386908995443)	(20, 0.012815261857745966)	(25, 0.014447672100951953)	(30, 0.01614319098758085)	(35, 0.01773773604473309)	(40, 0.029829352124562995)	(45, 0.04745769985402971)	(50, 0.04994838764778729)	(55, 0.05399575531264337)	(60, 0.06108916683337866)	(65, 0.06741686014724929)	(70, 0.07608798775355738)	(75, 0.2738999269412271)	(80, 0.9544088434562752)	(85, 1.9214436228400278)	(90, 3.297018516286342)	(95, 4.8932885430254744)	(100, 6.626500118749431)	(105, 8.486202452107376)	(110, 10.367647816745963)	(115, 12.324983428722048)	(120, 14.207345972311714)	(125, 16.21309853552186)	(130, 18.057940886975153)	(135, 20.124202017499186)	(140, 21.104476990273064)
IDDLNTM84_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 2.1036214474303948e-05)	(9, 2.1036214474303948e-05)	(10, 0.0009340079226590952)	(15, 0.0015188146850447452)	(20, 0.006159403598076196)	(25, 0.10657366976971865)	(30, 0.8556606454709976)	(35, 2.2249120528463364)	(40, 3.584692956465344)	(45, 5.680661429069987)	(50, 7.2025179507277155)	(55, 9.311179675146155)	(60, 10.916798195597668)	(65, 13.13568126937567)	(70, 14.797268742057515)	(75, 17.019572304309037)	(80, 18.707093222194807)	(85, 20.929186422301584)	(90, 22.712981679350456)	(95, 24.944448616626982)	(100, 26.814437658862865)	(105, 28.999099018934068)	(110, 30.911349816048823)	(115, 32.98456551907806)	(120, 34.90761630870393)	(125, 36.87534801787321)	(130, 38.82461413797695)	(135, 40.69363972158991)	(140, 41.954478894050474)
IDDLNTM84_R2 - polyg	(1, 0.1907563928529882)	(2, 0.19525814275048925)	(3, 0.1971724382676509)	(4, 0.19885533542559522)	(5, 0.20175833302304916)	(6, 0.20377780961258235)	(7, 0.20508205490998918)	(8, 0.20594453970343565)	(9, 0.20756432821795706)	(10, 0.21098481669147887)	(15, 0.21470822665343067)	(20, 0.21683288431533537)	(25, 0.21855364665933347)	(30, 0.21983264849937112)	(35, 0.2212084169259906)	(40, 0.2225168694662923)	(45, 0.2237453843915916)	(50, 0.22488975445899378)	(55, 0.2260467462550805)	(60, 0.22713642216484944)	(65, 0.22804097938724452)	(70, 0.22940412608517943)	(75, 0.23039703540836656)	(80, 0.23135628678839484)	(85, 0.23304759843212888)	(90, 0.23504183156429287)	(95, 0.23863060975360914)	(100, 0.2705888267829717)	(105, 0.7816257922501324)	(110, 2.0164473746488794)	(115, 3.347387628223616)	(120, 5.345651299080906)	(125, 7.066304254763703)	(130, 9.108777633960191)	(135, 10.93066526817913)	(140, 12.059367563040801)
IDDLNTM85_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 1.983904188537557e-05)	(5, 3.967808377075114e-05)	(6, 3.967808377075114e-05)	(7, 3.967808377075114e-05)	(8, 5.951712565612671e-05)	(9, 9.919520942687786e-05)	(10, 0.0007142055078735206)	(15, 0.0011030507288268818)	(20, 0.004376492639913851)	(25, 0.09155717830100826)	(30, 0.7770159144826196)	(35, 2.07324336195578)	(40, 3.3310941668058702)	(45, 5.287191954236885)	(50, 6.704596269545919)	(55, 8.699455577012582)	(60, 10.221721132110957)	(65, 12.34701420435721)	(70, 13.959971955530392)	(75, 16.15666573952211)	(80, 17.847158434191716)	(85, 20.11184855034137)	(90, 21.881967223522118)	(95, 24.111276392373394)	(100, 25.92984597364661)	(105, 28.097110522905563)	(110, 29.97741523471769)	(115, 32.063296066354454)	(120, 33.95930933153142)	(125, 35.932417113474955)	(130, 37.83628267143015)	(135, 39.722642258825694)	(140, 40.9838299905209)
IDDLNTM85_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00031742467016600913)	(4, 0.0006546883822173939)	(5, 0.001011791136154154)	(6, 0.0013093767644347877)	(7, 0.001666479518371548)	(8, 0.002083099397964435)	(9, 0.002360845984359693)	(10, 0.008090361280856159)	(15, 0.012435111453753407)	(20, 0.014490436193078318)	(25, 0.015910911592071208)	(30, 0.017430582200490978)	(35, 0.018993898701058574)	(40, 0.030564027928609606)	(45, 0.04728040462122706)	(50, 0.049371439635945646)	(55, 0.051708478770042886)	(60, 0.05482717615442393)	(65, 0.05847359205295596)	(70, 0.0658497478259386)	(75, 0.3088859465385435)	(80, 1.154457654160267)	(85, 2.2966706516688804)	(90, 3.8019103410212267)	(95, 5.441619056272648)	(100, 7.140015625229388)	(105, 8.93440538225271)	(110, 10.769953215571427)	(115, 12.702454446583975)	(120, 14.587885566819281)	(125, 16.61895906134351)	(130, 18.48326556977927)	(135, 20.625326600227034)	(140, 21.596542927917223)
IDDLNTM85_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 1.983904188537557e-05)	(5, 3.967808377075114e-05)	(6, 3.967808377075114e-05)	(7, 3.967808377075114e-05)	(8, 5.951712565612671e-05)	(9, 9.919520942687786e-05)	(10, 0.0008094329089233232)	(15, 0.0012577952555328112)	(20, 0.004737563202227686)	(25, 0.09510043118173635)	(30, 0.8084449246374316)	(35, 2.1580909762911547)	(40, 3.4639046488033287)	(45, 5.486983009447749)	(50, 6.94548191611815)	(55, 8.992359191408266)	(60, 10.540748796861305)	(65, 12.704724032975662)	(70, 14.347507799719315)	(75, 16.566774445568218)	(80, 18.250263958452283)	(85, 20.5073279469012)	(90, 22.276978418693453)	(95, 24.529915886430214)	(100, 26.3640154696913)	(105, 28.539846517236356)	(110, 30.40661703467428)	(115, 32.47767016640592)	(120, 34.343984385880475)	(125, 36.29788797527896)	(130, 38.17683966443451)	(135, 40.026620026401794)	(140, 41.245625987240324)
IDDLNTM85_R2 - polyg	(1, 0.19347033646618256)	(2, 0.19714055921497706)	(3, 0.19852929214695333)	(4, 0.20037432304229327)	(5, 0.20315178890624586)	(6, 0.2045603608801075)	(7, 0.20634587464979132)	(8, 0.20715927536709172)	(9, 0.2086472035084949)	(10, 0.2121864885808459)	(15, 0.21538454213276842)	(20, 0.21759857920717635)	(25, 0.2189793765223985)	(30, 0.22014987999363567)	(35, 0.22153067730885775)	(40, 0.2226773739298325)	(45, 0.22378836027541352)	(50, 0.2248596685372238)	(55, 0.2256691014461471)	(60, 0.22663327888177637)	(65, 0.2276768124849471)	(70, 0.2288711228064467)	(75, 0.23003765846930682)	(80, 0.23122403317405227)	(85, 0.23293812639294872)	(90, 0.2344220867259748)	(95, 0.23760426904438905)	(100, 0.2646409153257789)	(105, 0.7396629664208344)	(110, 1.9383735874106205)	(115, 3.218150501352427)	(120, 5.131792739148739)	(125, 6.763415060927682)	(130, 8.726488255485595)	(135, 10.462206030037104)	(140, 11.553543788534858)
IDDLNTM86_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 6.148216279492994e-05)	(10, 0.0009263312527769444)	(15, 0.0014263861768423745)	(20, 0.004279158530527124)	(25, 0.08120154180869046)	(30, 0.7578865219622484)	(35, 2.0960007082745156)	(40, 3.2761139338255183)	(45, 5.231111449946141)	(50, 6.515457435488815)	(55, 8.457211693743412)	(60, 9.824247089434413)	(65, 11.886297347413569)	(70, 13.32524228070952)	(75, 15.471744437503792)	(80, 17.01500000819762)	(85, 19.21612291841891)	(90, 20.857061349361324)	(95, 23.02738989364406)	(100, 24.763203499400753)	(105, 26.883797072793243)	(110, 28.704538039424005)	(115, 30.74856992489339)	(120, 32.64330262504242)	(125, 34.60112832065162)	(130, 36.5555274103877)	(135, 38.44485377902163)	(140, 39.76635548494671)
IDDLNTM86_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0003279048682396263)	(4, 0.0006148216279492993)	(5, 0.0008812443333939958)	(6, 0.0012296432558985986)	(7, 0.0017829827210529682)	(8, 0.002192863806352501)	(9, 0.002705215162976917)	(10, 0.011599634713976782)	(15, 0.017731455750057794)	(20, 0.02036699112853379)	(25, 0.022190961958116713)	(30, 0.023654237432636043)	(35, 0.025260971287010214)	(40, 0.03719670849093261)	(45, 0.0542231687742752)	(50, 0.056411933769774714)	(55, 0.05864988449551016)	(60, 0.062301924965529)	(65, 0.06565065343242618)	(70, 0.07262273069337125)	(75, 0.30472199405508477)	(80, 1.224958315093625)	(85, 2.359865755746943)	(90, 3.8926816551981935)	(95, 5.4923614560943586)	(100, 7.152478223017937)	(105, 8.866912431365412)	(110, 10.613620676369372)	(115, 12.44991663018725)	(120, 14.202588644982319)	(125, 16.172624698122583)	(130, 17.899248769946862)	(135, 19.978604207347367)	(140, 20.843990241551122)
IDDLNTM86_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 6.148216279492994e-05)	(10, 0.0010165050915428415)	(15, 0.001569844556697211)	(20, 0.004533284803412834)	(25, 0.08340260323674895)	(30, 0.7831638884926704)	(35, 2.1680086173399373)	(40, 3.381855056211092)	(45, 5.385333307100945)	(50, 6.698846430673532)	(55, 8.67428061770719)	(60, 10.053083699357142)	(65, 12.132275184323523)	(70, 13.581766357944232)	(75, 15.723956565721153)	(80, 17.243836618120348)	(85, 19.407234073250667)	(90, 21.027034936624187)	(95, 23.192785109184122)	(100, 24.9254180377189)	(105, 27.032215013780206)	(110, 28.821628769061522)	(115, 30.829250917723748)	(120, 32.671067969760614)	(125, 34.5885900582523)	(130, 36.484044149111455)	(135, 38.31138010240469)	(140, 39.57231777916591)
IDDLNTM86_R2 - polyg	(1, 0.28736762890350254)	(2, 0.292224719764302)	(3, 0.294847958710219)	(4, 0.2977171263073157)	(5, 0.30101666904397695)	(6, 0.3040497890751935)	(7, 0.30644759342419575)	(8, 0.30831255236230865)	(9, 0.3108538150911658)	(10, 0.31645688952721035)	(15, 0.3210926446019481)	(20, 0.3236093144656872)	(25, 0.3253021233479743)	(30, 0.32683507860699457)	(35, 0.3280770182954521)	(40, 0.32899925073737607)	(45, 0.3301018308568318)	(50, 0.3313027824367595)	(55, 0.33224960774380136)	(60, 0.33318003780743133)	(65, 0.3338358475439106)	(70, 0.33483595739204147)	(75, 0.3357253993471414)	(80, 0.33639350551617964)	(85, 0.337852682179846)	(90, 0.33952499700786803)	(95, 0.3423080895770519)	(100, 0.36680258323455195)	(105, 0.8230330216597561)	(110, 2.0868275695855116)	(115, 3.2936445478437797)	(120, 5.214261238529478)	(125, 6.7239803388241)	(130, 8.623656204861845)	(135, 10.215388411514052)	(140, 11.232770648579434)
IDDLNTM88_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.7717327830095078e-05)	(10, 0.00016654288160289373)	(15, 0.0003649769532999586)	(20, 0.00205166656272501)	(25, 0.06311266519636469)	(30, 0.5350314092787771)	(35, 1.4649891428215056)	(40, 2.3920802127213245)	(45, 3.814402486662395)	(50, 4.898685232536384)	(55, 6.38709313928371)	(60, 7.582796616415601)	(65, 9.182621710955264)	(70, 10.44847517589763)	(75, 12.115388703998729)	(80, 13.444673746038408)	(85, 15.190170709997108)	(90, 16.579506862984108)	(95, 18.348078874708726)	(100, 19.790719380205353)	(105, 21.57071906838038)	(110, 23.086478985831803)	(115, 24.85080238234277)	(120, 26.417581117013736)	(125, 28.155909650132383)	(130, 29.768551459624337)	(135, 31.478454311972378)	(140, 32.564873767582675)
IDDLNTM88_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00031891190094171144)	(4, 0.00044293319575237694)	(5, 0.0010276050141455146)	(6, 0.0012047782924464654)	(7, 0.0016299941603687472)	(8, 0.002019775372630839)	(9, 0.0022323833065919798)	(10, 0.007044409545245803)	(15, 0.011066242962677386)	(20, 0.01462033892539446)	(25, 0.018475629461223147)	(30, 0.0223238330659198)	(35, 0.026023211116843647)	(40, 0.04150106870921471)	(45, 0.06393474920768111)	(50, 0.06885307941331549)	(55, 0.07423206014253236)	(60, 0.08090794926891218)	(65, 0.08792401108962984)	(70, 0.09492589904808342)	(75, 0.2574788384236397)	(80, 0.8112126589598653)	(85, 1.6117736604282775)	(90, 2.673803442547667)	(95, 3.872260192424354)	(100, 5.161245400581696)	(105, 6.527467527681553)	(110, 7.956897993548057)	(115, 9.414204903022434)	(120, 10.91063167234566)	(125, 12.44723425425641)	(130, 13.94666588237962)	(135, 15.566908425510684)	(140, 16.348646537892403)
IDDLNTM88_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.7717327830095078e-05)	(10, 0.0001984340716970649)	(15, 0.00042521586792228195)	(20, 0.0021792313231016945)	(25, 0.06488085451380818)	(30, 0.5542121883876381)	(35, 1.5174643243886812)	(40, 2.4722723819459014)	(45, 3.932290042578282)	(50, 5.044077168175711)	(55, 6.563997114201643)	(60, 7.772591719062712)	(65, 9.393713041654147)	(70, 10.677379507996893)	(75, 12.355695908289443)	(80, 13.67280205917871)	(85, 15.398452072502142)	(90, 16.78026190462692)	(95, 18.560715156394394)	(100, 20.010559527386736)	(105, 21.792111253479682)	(110, 23.286450921584525)	(115, 25.029336351421072)	(120, 26.565903498676164)	(125, 28.27408068329355)	(130, 29.85169887913097)	(135, 31.518895884477352)	(140, 32.56313746945533)
IDDLNTM88_R2 - polyg	(1, 0.19875298359800658)	(2, 0.20320003288336044)	(3, 0.2051843736003311)	(4, 0.20754077820173375)	(5, 0.21179293688095657)	(6, 0.21390129889273787)	(7, 0.21549585839744645)	(8, 0.21662976737857254)	(9, 0.2181711748997908)	(10, 0.22349346017995134)	(15, 0.22873424575209347)	(20, 0.23292262205112796)	(25, 0.23620032769969557)	(30, 0.2391236867916612)	(35, 0.24201869815909877)	(40, 0.24509088280483726)	(45, 0.24812408932934954)	(50, 0.2509517748510327)	(55, 0.25393891632318677)	(60, 0.256592972032135)	(65, 0.2591194629807065)	(70, 0.26136956361512864)	(75, 0.26368699009530505)	(80, 0.26625600263066884)	(85, 0.26889942794291904)	(90, 0.27130898452781194)	(95, 0.27449810353722903)	(100, 0.29405803346165404)	(105, 0.6328452327631661)	(110, 1.4846376593850812)	(115, 2.4305835095616874)	(120, 3.822896173624143)	(125, 5.0512030774289745)	(130, 6.536347452389995)	(135, 7.878938207630074)	(140, 8.74320008957881)
IDDLNTM89_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 2.1267857822669026e-05)	(7, 2.1267857822669026e-05)	(8, 2.1267857822669026e-05)	(9, 6.380357346800708e-05)	(10, 0.0003573000114208397)	(15, 0.0005869928759056651)	(20, 0.0026457215131400263)	(25, 0.08346783481084687)	(30, 0.7912578895777076)	(35, 2.1690450157605463)	(40, 3.420820084344071)	(45, 5.451704842116994)	(50, 6.8411765293876075)	(55, 8.858534929585312)	(60, 10.315285358292156)	(65, 12.382168092215732)	(70, 13.84081986741192)	(75, 15.863537767780937)	(80, 17.328863396761886)	(85, 19.439430310653215)	(90, 21.091679142037602)	(95, 23.33285622438951)	(100, 25.160011918507525)	(105, 27.40765017606596)	(110, 29.31069809403839)	(115, 31.460015044882624)	(120, 33.41058811794558)	(125, 35.47130742667215)	(130, 37.4580060830327)	(135, 39.43427072834544)	(140, 40.78411614292086)
IDDLNTM89_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00027648215169469737)	(4, 0.00046789287209871857)	(5, 0.0006593035925027399)	(6, 0.000808178597261423)	(7, 0.0013611429006508177)	(8, 0.0019141072040402124)	(9, 0.002233125071380248)	(10, 0.009459943159523183)	(15, 0.014789668329884043)	(20, 0.016997271971877084)	(25, 0.018554079164496463)	(30, 0.019677022057533383)	(35, 0.02085951495247378)	(40, 0.03263340104310335)	(45, 0.04944776943770549)	(50, 0.051468215930859054)	(55, 0.0531228552694627)	(60, 0.055092258903841854)	(65, 0.05755507683970692)	(70, 0.0628124912934707)	(75, 0.3195665780718603)	(80, 1.290112509094668)	(85, 2.514966723246258)	(90, 4.130456189169939)	(95, 5.82241636468081)	(100, 7.565283284676019)	(105, 9.367291863704509)	(110, 11.181231710971513)	(115, 13.044980881259212)	(120, 14.79306267999254)	(125, 16.664038668368377)	(130, 18.342072650576966)	(135, 20.381579397911203)	(140, 21.273897894290666)
IDDLNTM89_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 2.1267857822669026e-05)	(7, 2.1267857822669026e-05)	(8, 4.253571564533805e-05)	(9, 6.380357346800708e-05)	(10, 0.0003190178673400354)	(15, 0.0005529643033893946)	(20, 0.0025989322259301548)	(25, 0.08604124560738982)	(30, 0.8185870868798372)	(35, 2.2453711039145405)	(40, 3.541145116761603)	(45, 5.628359922763647)	(50, 7.050771268230011)	(55, 9.110975894797265)	(60, 10.585080895487408)	(65, 12.67754035522852)	(70, 14.151870795211584)	(75, 16.180756374349176)	(80, 17.630471395688282)	(85, 19.717358676679858)	(90, 21.36097275778824)	(95, 23.61032520468718)	(100, 25.44005005603017)	(105, 27.680414706213252)	(110, 29.5558271697309)	(115, 31.67544993748313)	(120, 33.58634569499212)	(125, 35.610454513262745)	(130, 37.556178514742136)	(135, 39.484581972810744)	(140, 40.78160653569778)
