Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
IDDLNTM14.A_R1	(1, 0.0)	(2, 0.27798450397726054)	(3, 0.27243211966654524)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5136442538666999)	(9, 0.1958189572037803)	(10, 0.0448087154899833)	(15, 0.0)	(20, 0.0)	(25, 0.10798413381830652)	(30, 0.4007847369825811)	(35, 0.18929247038241315)	(40, 0.3444475182790336)	(45, 0.10775521972830333)	(50, 0.05485658288735673)	(55, 0.11597177440565135)	(60, 0.25555092315694933)	(65, 0.0611054504931881)	(70, 0.0)	(75, 0.18328225789169147)	(80, 0.05477378417395133)	(85, 0.05809060322272075)	(90, 0.0)	(95, 0.12298044196979113)	(100, 0.04614810644212954)	(105, 0.26085004081489516)	(110, 0.0)	(115, 0.0611054504931881)	(120, 0.0)	(125, 0.0)	(130, 0.05396040857755706)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM14.A_R2	(1, 0.0)	(2, 0.26980204288778536)	(3, 0.30046191941055106)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0868461093371622)	(25, 0.0)	(30, 0.1674141279931735)	(35, 0.05066794209155395)	(40, 0.0)	(45, 0.05474943161118504)	(50, 0.0)	(55, 0.06512849386218009)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.13164995431459225)	(80, 0.3348623495742198)	(85, 0.3436731067830654)	(90, 0.26524324313793485)	(95, 0.21941659052432042)	(100, 0.21941659052432042)	(105, 0.27511577208339094)	(110, 0.10947451065960379)	(115, 0.06250815810852671)	(120, 0.11227505537772774)	(125, 0.0)	(130, 0.0)	(135, 0.05364382526159523)	(140, 0.0)	(145, 0.0)	(150, 0.13412173943537123)
IDDLNTM14.B_R1	(1, 0.0)	(2, 0.2694478802854942)	(3, 0.2637301049275715)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5119692401953396)	(9, 0.2135305947564164)	(10, 0.04634138187852486)	(15, 0.0)	(20, 0.0)	(25, 0.10864138533111126)	(30, 0.4139413611995418)	(35, 0.19536158718136873)	(40, 0.34272308960082803)	(45, 0.10760012911577069)	(50, 0.05558116071570472)	(55, 0.11651839726189803)	(60, 0.24844373298025615)	(65, 0.059958090350715185)	(70, 0.0)	(75, 0.19127328646218952)	(80, 0.05553731834874301)	(85, 0.05802537267381991)	(90, 0.0)	(95, 0.12519187885915584)	(100, 0.04609659532965532)	(105, 0.27404767528589336)	(110, 0.0)	(115, 0.059958090350715185)	(120, 0.0)	(125, 0.0)	(130, 0.0525998797623086)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM14.B_R2	(1, 0.0)	(2, 0.26299939881154305)	(3, 0.2897615103110853)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08269035762036053)	(25, 0.0)	(30, 0.16871273512981086)	(35, 0.05021777782405583)	(40, 0.0)	(45, 0.05527061061639262)	(50, 0.0)	(55, 0.061145487789261425)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.12977340620665428)	(80, 0.3308162334401443)	(85, 0.3447836808480283)	(90, 0.26440235455431765)	(95, 0.21628901034442383)	(100, 0.21628901034442383)	(105, 0.2733681185979869)	(110, 0.10477229644674058)	(115, 0.059402753702533555)	(120, 0.10959130328194826)	(125, 0.0)	(130, 0.0)	(135, 0.05447048741934146)	(140, 0.0)	(145, 0.0)	(150, 0.13846880898739294)
IDDLNTM140_R1	(1, 0.0)	(2, 0.2661084375349741)	(3, 0.2676600160753711)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5191683539023473)	(9, 0.2139143528645701)	(10, 0.04584024336890942)	(15, 0.0)	(20, 0.0)	(25, 0.10644337501398965)	(30, 0.41478018456153914)	(35, 0.19097642618047148)	(40, 0.3369316389756529)	(45, 0.10898694639168965)	(50, 0.05398475892030482)	(55, 0.11509151769816964)	(60, 0.25211879495762407)	(65, 0.059087163103971024)	(70, 0.0)	(75, 0.19699960320286508)	(80, 0.05486483461698902)	(85, 0.05732192456784723)	(90, 0.0)	(95, 0.11417074485944226)	(100, 0.045809720512377014)	(105, 0.2612960004883657)	(110, 0.0)	(115, 0.059087163103971024)	(120, 0.0)	(125, 0.0)	(130, 0.05226530466897962)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM140_R2	(1, 0.0)	(2, 0.2613265233448981)	(3, 0.2871437728285531)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08659334398241884)	(25, 0.0)	(30, 0.16515917669681648)	(35, 0.051125784691770024)	(40, 0.0)	(45, 0.05451890890962182)	(50, 0.0)	(55, 0.06237345732395943)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.13413269303163183)	(80, 0.33854426322911474)	(85, 0.3383458646616541)	(90, 0.2703155045936899)	(95, 0.2235544883860531)	(100, 0.2235544883860531)	(105, 0.2779106087275021)	(110, 0.10682491072064465)	(115, 0.060241944509446824)	(120, 0.11035030065013685)	(125, 0.0)	(130, 0.0)	(135, 0.05357778749987282)	(140, 0.0)	(145, 0.0)	(150, 0.13578855799851455)
IDDLNTM141_R1	(1, 0.0)	(2, 0.270597634203541)	(3, 0.26777700644543884)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5146123737084214)	(9, 0.20174590770540715)	(10, 0.04407484525609981)	(15, 0.0)	(20, 0.0)	(25, 0.10589326541640481)	(30, 0.4021687583616901)	(35, 0.19146177714565052)	(40, 0.3396522835619699)	(45, 0.10530478912154898)	(50, 0.0534417644873225)	(55, 0.11482592972659594)	(60, 0.24976151490843815)	(65, 0.05926565057779241)	(70, 0.0)	(75, 0.18742361222577766)	(80, 0.055836254238804894)	(85, 0.056623594936749955)	(90, 0.0)	(95, 0.12092984936427312)	(100, 0.04539790230522398)	(105, 0.26289874088394416)	(110, 0.0)	(115, 0.05926565057779241)	(120, 0.0)	(125, 0.0)	(130, 0.05300750956629094)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM141_R2	(1, 0.0)	(2, 0.2650375478314547)	(3, 0.2875822776102424)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08586072064807068)	(25, 0.0)	(30, 0.16707856625258904)	(35, 0.04993525746142284)	(40, 0.0)	(45, 0.05384355175070683)	(50, 0.0)	(55, 0.06216744748001261)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.1335394759030118)	(80, 0.33701022792092744)	(85, 0.3450500316458201)	(90, 0.2685927563438252)	(95, 0.22256579317168632)	(100, 0.22256579317168632)	(105, 0.2771479841338674)	(110, 0.10825528751024)	(115, 0.061201534665007835)	(120, 0.1101343531965728)	(125, 0.0)	(130, 0.0)	(135, 0.0532713092846746)	(140, 0.0)	(145, 0.0)	(150, 0.13274198906205198)
IDDLNTM143_R1	(1, 0.0)	(2, 0.2743300134760183)	(3, 0.2682954376985893)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5100567556355282)	(9, 0.18676561689666807)	(10, 0.04247620800948527)	(15, 0.0)	(20, 0.0)	(25, 0.10616169816925383)	(30, 0.3960302939306759)	(35, 0.18688090431450552)	(40, 0.34029963560169135)	(45, 0.10456208524675921)	(50, 0.054257141019749634)	(55, 0.11587106039025151)	(60, 0.24818498874956924)	(65, 0.06150944014808668)	(70, 0.0)	(75, 0.18035995974307478)	(80, 0.05453815410072842)	(85, 0.05807963946742257)	(90, 0.0)	(95, 0.12163543128212398)	(100, 0.04737592326757687)	(105, 0.25572910915430735)	(110, 0.0)	(115, 0.06150944014808668)	(120, 0.0)	(125, 0.0)	(130, 0.05444448307373549)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM143_R2	(1, 0.0)	(2, 0.2722224153686774)	(3, 0.29329839644208616)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08221794257713855)	(25, 0.0)	(30, 0.16884923161836696)	(35, 0.04949793230214743)	(40, 0.0)	(45, 0.0538067995438221)	(50, 0.0)	(55, 0.06455014579354941)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.12892015499672782)	(80, 0.33084246460721306)	(85, 0.3383541604256844)	(90, 0.259720935996929)	(95, 0.21486692499454638)	(100, 0.21486692499454638)	(105, 0.26996710525723233)	(110, 0.10800989958646044)	(115, 0.061711193129302226)	(120, 0.11082723585986311)	(125, 0.0)	(130, 0.0)	(135, 0.051821694317933514)	(140, 0.0)	(145, 0.0)	(150, 0.1304639255762074)
IDDLNTM144_R1	(1, 0.0)	(2, 0.28779688192100616)	(3, 0.2803299935741869)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5401504139346563)	(9, 0.18082347106200597)	(10, 0.04351460780705093)	(15, 0.0)	(20, 0.0)	(25, 0.10740621744202732)	(30, 0.38131819628051483)	(35, 0.18143953809009863)	(40, 0.3504602566582029)	(45, 0.10299237012683182)	(50, 0.056623578366845305)	(55, 0.1204294065168974)	(60, 0.26085759649637225)	(65, 0.06298700488486565)	(70, 0.0)	(75, 0.1667046184751483)	(80, 0.05739561173116395)	(85, 0.05932959430036621)	(90, 0.0)	(95, 0.1243753548234149)	(100, 0.04752294264805884)	(105, 0.25178815404483096)	(110, 0.0)	(115, 0.06298700488486565)	(120, 0.0)	(125, 0.0)	(130, 0.055364150201820436)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM144_R2	(1, 0.0)	(2, 0.2768207510091022)	(3, 0.3026526754465316)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08890081164881372)	(25, 0.0)	(30, 0.1748031704836828)	(35, 0.052045966398612524)	(40, 0.0)	(45, 0.0551107049054532)	(50, 0.0)	(55, 0.06479621438508712)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.13433380539144432)	(80, 0.34096580594044584)	(85, 0.34896687898883905)	(90, 0.26789557741856995)	(95, 0.2238896756524072)	(100, 0.2238896756524072)	(105, 0.2803455902078096)	(110, 0.11065811555233919)	(115, 0.06344320641832667)	(120, 0.11556325682664653)	(125, 0.0)	(130, 0.0)	(135, 0.05364852050333456)	(140, 0.0)	(145, 0.0)	(150, 0.1320255036152997)
IDDLNTM145_R1	(1, 0.0)	(2, 0.2900788728941481)	(3, 0.28548748435926646)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5387720647284688)	(9, 0.19037413287520544)	(10, 0.043116929397291795)	(15, 0.0)	(20, 0.0)	(25, 0.10793975340031285)	(30, 0.3897667637808526)	(35, 0.18347020094064492)	(40, 0.35295140984060935)	(45, 0.10672661587916982)	(50, 0.058247450147103454)	(55, 0.12131796439736235)	(60, 0.26483887280147783)	(65, 0.06405197620312808)	(70, 0.0)	(75, 0.17757300465731077)	(80, 0.056848972171341355)	(85, 0.059700687802639374)	(90, 0.0)	(95, 0.12349150245607694)	(100, 0.04776307761194721)	(105, 0.2553022639547146)	(110, 0.0)	(115, 0.06405197620312808)	(120, 0.0)	(125, 0.0)	(130, 0.055926482181305505)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM145_R2	(1, 0.0)	(2, 0.2796324109065275)	(3, 0.30907626949260314)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.0922068761729892)	(25, 0.0)	(30, 0.17424108875722696)	(35, 0.05259035399816218)	(40, 0.0)	(45, 0.05630979993972224)	(50, 0.0)	(55, 0.0662634248093784)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.13141059460798282)	(80, 0.33457321885190433)	(85, 0.34610223758582265)	(90, 0.2636299475633943)	(95, 0.21901765767997136)	(100, 0.21901765767997136)	(105, 0.27462400634875306)	(110, 0.10985212990933693)	(115, 0.06432577460199716)	(120, 0.1180997801398857)	(125, 0.0)	(130, 0.0)	(135, 0.05279254358501936)	(140, 0.0)	(145, 0.0)	(150, 0.13557233027079293)
IDDLNTM146_R1	(1, 0.0)	(2, 0.2711219668713182)	(3, 0.27455824021569486)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5178463929975622)	(9, 0.21246907622448916)	(10, 0.044620009376730885)	(15, 0.0)	(20, 0.0)	(25, 0.10814811283089433)	(30, 0.41023090253504624)	(35, 0.19429548557441711)	(40, 0.34173738409825855)	(45, 0.10790757369678797)	(50, 0.056797303040865665)	(55, 0.1180875334795038)	(60, 0.2555212858878482)	(65, 0.061878692248862645)	(70, 0.0)	(75, 0.19106538863070305)	(80, 0.05661260334860542)	(85, 0.057737982868888774)	(90, 0.0)	(95, 0.11514951977006176)	(100, 0.047085535501321135)	(105, 0.26199007045863726)	(110, 0.0)	(115, 0.061878692248862645)	(120, 0.0)	(125, 0.0)	(130, 0.05557742600361196)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM146_R2	(1, 0.0)	(2, 0.27788713001805976)	(3, 0.2950899734483454)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08677019728719106)	(25, 0.0)	(30, 0.17004828178815934)	(35, 0.05074946195476276)	(40, 0.0)	(45, 0.054606678783825545)	(50, 0.0)	(55, 0.06273776058495681)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.13272605792654837)	(80, 0.3359644448797057)	(85, 0.33702109893310156)	(90, 0.2684330829793435)	(95, 0.22121009654424728)	(100, 0.22121009654424728)	(105, 0.27732873559959853)	(110, 0.10764985319595972)	(115, 0.06021209967683997)	(120, 0.11289446538781459)	(125, 0.0)	(130, 0.0)	(135, 0.05408264709880811)	(140, 0.0)	(145, 0.0)	(150, 0.1379556364225216)
IDDLNTM147_R1	(1, 0.0)	(2, 0.26944736345754855)	(3, 0.2639797454253443)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5065217079186646)	(9, 0.20542903002292662)	(10, 0.04496820816126562)	(15, 0.0)	(20, 0.0)	(25, 0.10660281747537262)	(30, 0.4076168246080573)	(35, 0.19319965990629132)	(40, 0.34171039286015625)	(45, 0.10683489622637984)	(50, 0.05499873045056123)	(55, 0.11645239700964563)	(60, 0.24760442609580013)	(65, 0.06032474110926956)	(70, 0.0)	(75, 0.19072546440826507)	(80, 0.05578150454294155)	(85, 0.05746112533412948)	(90, 0.0)	(95, 0.12190034735108657)	(100, 0.045849320707462574)	(105, 0.2689832059555341)	(110, 0.0)	(115, 0.06032474110926956)	(120, 0.0)	(125, 0.0)	(130, 0.05287068630996949)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM147_R2	(1, 0.0)	(2, 0.2643534315498475)	(3, 0.29027544797590943)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08227388400113994)	(25, 0.0)	(30, 0.16764739606657986)	(35, 0.04936983735409769)	(40, 0.0)	(45, 0.05352758718146454)	(50, 0.0)	(55, 0.061260923189603814)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.13204887578496213)	(80, 0.335373462896213)	(85, 0.3425443029485212)	(90, 0.26669782028883576)	(95, 0.22008145964160353)	(100, 0.22008145964160353)	(105, 0.2756190848190799)	(110, 0.10582397692114494)	(115, 0.06006119405304101)	(120, 0.10958050585693999)	(125, 0.0)	(130, 0.0)	(135, 0.0520839786794365)	(140, 0.0)	(145, 0.0)	(150, 0.13564806319465056)
IDDLNTM148_R1	(1, 0.0)	(2, 0.27339999228155504)	(3, 0.2718447832240175)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.520246229914043)	(9, 0.19682034628169676)	(10, 0.04409881683150923)	(15, 0.0)	(20, 0.0)	(25, 0.10734974520491608)	(30, 0.40177385993096026)	(35, 0.18819181602913654)	(40, 0.3430042376566801)	(45, 0.10650302027359007)	(50, 0.05679969080139923)	(55, 0.1180173273329144)	(60, 0.25354515664699234)	(65, 0.06147683804110475)	(70, 0.0)	(75, 0.1845169146265108)	(80, 0.05590688560170175)	(85, 0.05909794418642694)	(90, 0.0)	(95, 0.12312647708860257)	(100, 0.0461954690424117)	(105, 0.26393625716476177)	(110, 0.0)	(115, 0.06147683804110475)	(120, 0.0)	(125, 0.0)	(130, 0.0541731155042247)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM148_R2	(1, 0.0)	(2, 0.2708655775211235)	(3, 0.2918320996301483)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08564017876840115)	(25, 0.0)	(30, 0.16985762925083275)	(35, 0.050048931484976966)	(40, 0.0)	(45, 0.056598089627273994)	(50, 0.0)	(55, 0.06186276028871592)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.1317780474753485)	(80, 0.33555651428113914)	(85, 0.3490522728804373)	(90, 0.26527834498108116)	(95, 0.21963007912558083)	(100, 0.21963007912558083)	(105, 0.2749379212384533)	(110, 0.10762622681514497)	(115, 0.06223716246923422)	(120, 0.11302913828170136)	(125, 0.0)	(130, 0.0)	(135, 0.05428255614160697)	(140, 0.0)	(145, 0.0)	(150, 0.13445358305766772)
IDDLNTM149_R1	(1, 0.0)	(2, 0.30037287772276494)	(3, 0.2931163207859671)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5498587703991987)	(9, 0.17081752856244573)	(10, 0.041426135081870055)	(15, 0.0)	(20, 0.0)	(25, 0.10661977129397163)	(30, 0.37004189674860705)	(35, 0.16988237394464917)	(40, 0.35798811807116465)	(45, 0.1038203798731651)	(50, 0.05890259605601576)	(55, 0.12480670688033937)	(60, 0.26949455803772987)	(65, 0.06555190973450413)	(70, 0.0)	(75, 0.16402854893454616)	(80, 0.05898153767959599)	(85, 0.06298327075185521)	(90, 0.0)	(95, 0.11496936609572644)	(100, 0.04979394718137415)	(105, 0.23556787719598138)	(110, 0.0)	(115, 0.06555190973450413)	(120, 0.0)	(125, 0.0)	(130, 0.05870827821335674)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM149_R2	(1, 0.0)	(2, 0.29354139106678373)	(3, 0.311697964490236)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.09326041961116392)	(25, 0.0)	(30, 0.1779829990104971)	(35, 0.05338882727056604)	(40, 0.0)	(45, 0.05664365113510464)	(50, 0.0)	(55, 0.06802338979582356)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.12888738157617882)	(80, 0.33177342660994613)	(85, 0.3307775476663186)	(90, 0.2569732020513892)	(95, 0.2148123026269647)	(100, 0.2148123026269647)	(105, 0.2702839742735321)	(110, 0.112176047107503)	(115, 0.06588589352657434)	(120, 0.11933544512297131)	(125, 0.0)	(130, 0.0)	(135, 0.0539839256637093)	(140, 0.0)	(145, 0.0)	(150, 0.13181733029752188)
IDDLNTM15.A_R1	(1, 0.0)	(2, 0.27553143250368567)	(3, 0.2799291803099387)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5370493162983268)	(9, 0.18764483515281605)	(10, 0.04435572994638393)	(15, 0.0)	(20, 0.0)	(25, 0.10741442051127807)	(30, 0.38705649396961683)	(35, 0.18455046130779448)	(40, 0.3495867712100187)	(45, 0.10430637491141842)	(50, 0.05831003438446342)	(55, 0.1209312287945386)	(60, 0.2608342960527365)	(65, 0.06342327069390992)	(70, 0.0)	(75, 0.17241905751479397)	(80, 0.0571023627070986)	(85, 0.060497515158558175)	(90, 0.0)	(95, 0.12850538097484168)	(100, 0.04760960759784989)	(105, 0.25713380774322625)	(110, 0.0)	(115, 0.06342327069390992)	(120, 0.0)	(125, 0.0)	(130, 0.05544808037168945)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM15.A_R2	(1, 0.0)	(2, 0.2772404018584472)	(3, 0.303057232244378)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08867955913147899)	(25, 0.0)	(30, 0.17304795823734623)	(35, 0.052618027120204344)	(40, 0.0)	(45, 0.05522021779105457)	(50, 0.0)	(55, 0.06459448435837314)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.13545974693581794)	(80, 0.3429468556103185)	(85, 0.3536153816356432)	(90, 0.2710151961555025)	(95, 0.22576624489302993)	(100, 0.22576624489302993)	(105, 0.2811869817550432)	(110, 0.11037663405953138)	(115, 0.06393368287453204)	(120, 0.11513440474318748)	(125, 0.0)	(130, 0.0)	(135, 0.053912286578210414)	(140, 0.0)	(145, 0.0)	(150, 0.1390645329614616)
IDDLNTM15.B_R1	(1, 0.0)	(2, 0.27295059116544496)	(3, 0.27475311157898863)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5247609429176786)	(9, 0.19444470208625114)	(10, 0.04550401533297365)	(15, 0.0)	(20, 0.0)	(25, 0.10877423186817589)	(30, 0.3943949665229958)	(35, 0.190003151785694)	(40, 0.3467664271297872)	(45, 0.10500468917810495)	(50, 0.05655014043034037)	(55, 0.11852884233913949)	(60, 0.2565564055012923)	(65, 0.062300705555490415)	(70, 0.0)	(75, 0.1759049921240358)	(80, 0.05741465022091376)	(85, 0.059339672021785646)	(90, 0.0)	(95, 0.12375090147895924)	(100, 0.04683053035575628)	(105, 0.26309447954498083)	(110, 0.0)	(115, 0.062300705555490415)	(120, 0.0)	(125, 0.0)	(130, 0.0539321107811546)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM15.B_R2	(1, 0.0)	(2, 0.269660553905773)	(3, 0.30112591025093355)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08711248654891017)	(25, 0.0)	(30, 0.1704379302095596)	(35, 0.05117057950681292)	(40, 0.0)	(45, 0.05606363492066548)	(50, 0.0)	(55, 0.0629797132452525)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.1318079927255176)	(80, 0.3370328168966514)	(85, 0.34708143069720265)	(90, 0.2660345128408579)	(95, 0.21967998787586268)	(100, 0.21967998787586268)	(105, 0.2760236259675641)	(110, 0.10764721910475636)	(115, 0.06192270127459193)	(120, 0.11426229402047977)	(125, 0.0)	(130, 0.0)	(135, 0.055426627706558776)	(140, 0.0)	(145, 0.0)	(150, 0.13692155063656097)
IDDLNTM152_R1	(1, 0.0)	(2, 0.27932702535216475)	(3, 0.2726077250734362)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5290836887489534)	(9, 0.19915788396992584)	(10, 0.044200482157401376)	(15, 0.0)	(20, 0.0)	(25, 0.10815625120716174)	(30, 0.3986150080332363)	(35, 0.19022420700015072)	(40, 0.34578552972841514)	(45, 0.10696473156259367)	(50, 0.05612656006102321)	(55, 0.1175088643076754)	(60, 0.25727575083419973)	(65, 0.06169786652694875)	(70, 0.0)	(75, 0.18229162416097158)	(80, 0.055598809350872073)	(85, 0.06006564783575962)	(90, 0.0)	(95, 0.12390172084816613)	(100, 0.0462625184372703)	(105, 0.2621506439918846)	(110, 0.0)	(115, 0.06169786652694875)	(120, 0.0)	(125, 0.0)	(130, 0.05484798875292508)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM152_R2	(1, 0.0)	(2, 0.27423994376462535)	(3, 0.29845118768393064)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08725297050199973)	(25, 0.0)	(30, 0.1707137529114701)	(35, 0.051578110641576205)	(40, 0.0)	(45, 0.056382274322642846)	(50, 0.0)	(55, 0.06391768394696594)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.13240558022926144)	(80, 0.3366342235998148)	(85, 0.3491261373163822)	(90, 0.2664107347758882)	(95, 0.22067596704876905)	(100, 0.22067596704876905)	(105, 0.2775642291656806)	(110, 0.10782436673995327)	(115, 0.06247589076974889)	(120, 0.11291688905646334)	(125, 0.0)	(130, 0.0)	(135, 0.05298725944496948)	(140, 0.0)	(145, 0.0)	(150, 0.13548775319112355)
IDDLNTM18.A_R1	(1, 0.0)	(2, 0.27805764059738874)	(3, 0.2744352680677319)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5208106653460326)	(9, 0.21001650882764075)	(10, 0.04569055260914898)	(15, 0.0)	(20, 0.0)	(25, 0.10668698078763895)	(30, 0.4047379551382678)	(35, 0.1885471934317195)	(40, 0.3416005425989658)	(45, 0.10798995359308267)	(50, 0.055092501607765715)	(55, 0.11744056132717241)	(60, 0.2538418099103247)	(65, 0.06075854102728863)	(70, 0.0)	(75, 0.1894446767748882)	(80, 0.05598998495093443)	(85, 0.05849861309087587)	(90, 0.0)	(95, 0.12186309972905193)	(100, 0.046690759949427355)	(105, 0.2672283686915639)	(110, 0.0)	(115, 0.06075854102728863)	(120, 0.0)	(125, 0.0)	(130, 0.05485461445656438)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM18.A_R2	(1, 0.0)	(2, 0.2742730722828219)	(3, 0.29844024423441295)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08653145124948874)	(25, 0.0)	(30, 0.1722789562052458)	(35, 0.050891630778596535)	(40, 0.0)	(45, 0.05600079800326176)	(50, 0.0)	(55, 0.0631644451701204)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.13248151711449374)	(80, 0.33674007557782926)	(85, 0.3478991455796377)	(90, 0.2664390158716685)	(95, 0.22080252852415624)	(100, 0.22080252852415624)	(105, 0.276624911164017)	(110, 0.10850357357863104)	(115, 0.062245335722297034)	(120, 0.11106626698020915)	(125, 0.0)	(130, 0.0)	(135, 0.05270281704342495)	(140, 0.0)	(145, 0.0)	(150, 0.13424404464384915)
