Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
IDDLNTM33.C_R2	(1, 0.0)	(2, 0.267991455676956)	(3, 0.290230012381148)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08362708164262742)	(25, 0.0)	(30, 0.16758437215752917)	(35, 0.050282724499493475)	(40, 0.0)	(45, 0.05436653218517238)	(50, 0.0)	(55, 0.06049224371369071)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.13067173750685898)	(80, 0.33118602097803485)	(85, 0.33423202935085145)	(90, 0.2651071822619881)	(95, 0.2177862291780983)	(100, 0.2177862291780983)	(105, 0.27249981762698766)	(110, 0.10563314434491192)	(115, 0.06013844849339675)	(120, 0.11037736977513954)	(125, 0.0)	(130, 0.0)	(135, 0.05397230322541624)	(140, 0.0)	(145, 0.0)	(150, 0.13657337872919117)
IDDLNTM35_R1	(1, 0.0)	(2, 0.28007769034021857)	(3, 0.2757665157012237)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5303488111935933)	(9, 0.1875856505277596)	(10, 0.04458844758813317)	(15, 0.0)	(20, 0.0)	(25, 0.10820057269247474)	(30, 0.39630101215974245)	(35, 0.19046967770005274)	(40, 0.34507236455292745)	(45, 0.10225412491455078)	(50, 0.05667460269676362)	(55, 0.11845323973624532)	(60, 0.2576595822174452)	(65, 0.06231877271264311)	(70, 0.0)	(75, 0.17343806018944888)	(80, 0.05661018284583611)	(85, 0.05905318180793321)	(90, 0.0)	(95, 0.12434022303639003)	(100, 0.048106762523404845)	(105, 0.25788752938226567)	(110, 0.0)	(115, 0.06231877271264311)	(120, 0.0)	(125, 0.0)	(130, 0.054682542691159096)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM35_R2	(1, 0.0)	(2, 0.2734127134557955)	(3, 0.3041608038408106)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08799256099382982)	(25, 0.0)	(30, 0.1702517552551113)	(35, 0.0512980228308907)	(40, 0.0)	(45, 0.05576281403748194)	(50, 0.0)	(55, 0.06366663420897255)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.12988528558930412)	(80, 0.33407639153691643)	(85, 0.34317941201028834)	(90, 0.26290732238146314)	(95, 0.21647547598217357)	(100, 0.21647547598217357)	(105, 0.2718963692724249)	(110, 0.10923624568046315)	(115, 0.06338417793952116)	(120, 0.11459300405374301)	(125, 0.0)	(130, 0.0)	(135, 0.054469461645783486)	(140, 0.0)	(145, 0.0)	(150, 0.13590110859130386)
IDDLNTM37_R1	(1, 0.0)	(2, 0.2746135744323519)	(3, 0.27060991679030294)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5151856867372305)	(9, 0.1997679953001623)	(10, 0.04532223428159861)	(15, 0.0)	(20, 0.0)	(25, 0.10492072342981941)	(30, 0.40242775161225014)	(35, 0.1905824014975754)	(40, 0.3441195604191353)	(45, 0.10683335158835264)	(50, 0.0553334528207324)	(55, 0.1167159552187781)	(60, 0.25074098782888077)	(65, 0.06024156369176234)	(70, 0.0)	(75, 0.18624268554567572)	(80, 0.05410123901794634)	(85, 0.05778128495421309)	(90, 0.0)	(95, 0.11374951458244131)	(100, 0.04522681031707309)	(105, 0.25316807562224725)	(110, 0.0)	(115, 0.06024156369176234)	(120, 0.0)	(125, 0.0)	(130, 0.053553588438930315)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM37_R2	(1, 0.0)	(2, 0.2677679421946516)	(3, 0.29475632868328205)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08475307597075214)	(25, 0.0)	(30, 0.1694231745810473)	(35, 0.05060374327468494)	(40, 0.0)	(45, 0.05418006751038047)	(50, 0.0)	(55, 0.06256492978455758)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.1311623136743371)	(80, 0.33385111206258483)	(85, 0.33392994055501896)	(90, 0.2638389641770139)	(95, 0.21860385612389516)	(100, 0.21860385612389516)	(105, 0.2739622021527647)	(110, 0.10783322878185916)	(115, 0.06124973862131456)	(120, 0.11238868587094698)	(125, 0.0)	(130, 0.0)	(135, 0.053524546362770375)	(140, 0.0)	(145, 0.0)	(150, 0.13482783857252387)
IDDLNTM38_R1	(1, 0.0)	(2, 0.2826173382955828)	(3, 0.2779502280311976)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5313457412428343)	(9, 0.19521855505885227)	(10, 0.04487664637076934)	(15, 0.0)	(20, 0.0)	(25, 0.10707684406575024)	(30, 0.39676533064761776)	(35, 0.18834171095500316)	(40, 0.34581953599018267)	(45, 0.1058424410243945)	(50, 0.05551003800170721)	(55, 0.11732924710367708)	(60, 0.25550619001691777)	(65, 0.061704912524066576)	(70, 0.0)	(75, 0.1809314828209386)	(80, 0.05567005321077184)	(85, 0.05936564256297884)	(90, 0.0)	(95, 0.12330695812802017)	(100, 0.04627487450711982)	(105, 0.25815406073834446)	(110, 0.0)	(115, 0.061704912524066576)	(120, 0.0)	(125, 0.0)	(130, 0.05416895815430838)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM38_R2	(1, 0.0)	(2, 0.2708447907715419)	(3, 0.2997999238403803)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08648441061350402)	(25, 0.0)	(30, 0.16966946001153252)	(35, 0.05155918629218282)	(40, 0.0)	(45, 0.05456899617696996)	(50, 0.0)	(55, 0.06553003799789732)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.1332240912040973)	(80, 0.33913318618283905)	(85, 0.3457166690700697)	(90, 0.2675835284153675)	(95, 0.22204015200682883)	(100, 0.22204015200682883)	(105, 0.2781369124417731)	(110, 0.10900464634638607)	(115, 0.06228401518544334)	(120, 0.11457850946213743)	(125, 0.0)	(130, 0.0)	(135, 0.05346031937130786)	(140, 0.0)	(145, 0.0)	(150, 0.13489853607038077)
IDDLNTM39_R1	(1, 0.0)	(2, 0.2778123044894053)	(3, 0.2763290567345233)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5365797078061253)	(9, 0.2101168769565892)	(10, 0.0458738865629916)	(15, 0.0)	(20, 0.0)	(25, 0.10749986428283043)	(30, 0.4028916211630976)	(35, 0.18954719709188514)	(40, 0.3495540318975396)	(45, 0.1113503754545042)	(50, 0.057834796458360344)	(55, 0.1209202899690031)	(60, 0.260452372766266)	(65, 0.06279477695068586)	(70, 0.0)	(75, 0.1898141816877639)	(80, 0.058291636766864004)	(85, 0.060142729964956794)	(90, 0.0)	(95, 0.1245275485088762)	(100, 0.04793263444676787)	(105, 0.271742854676428)	(110, 0.0)	(115, 0.06279477695068586)	(120, 0.0)	(125, 0.0)	(130, 0.05438772867601449)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM39_R2	(1, 0.0)	(2, 0.27193864338007245)	(3, 0.301366278836932)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08735735977153239)	(25, 0.0)	(30, 0.17482151338141627)	(35, 0.052257784900003885)	(40, 0.0)	(45, 0.05657700236222037)	(50, 0.0)	(55, 0.06531629813398533)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.13438224659231246)	(80, 0.3405774164849935)	(85, 0.35133392920339807)	(90, 0.2696129109004174)	(95, 0.2239704109871874)	(100, 0.2239704109871874)	(105, 0.28199506315817263)	(110, 0.10850847275615022)	(115, 0.06083095692322205)	(120, 0.11383036570066696)	(125, 0.0)	(130, 0.0)	(135, 0.05380629555610073)	(140, 0.0)	(145, 0.0)	(150, 0.13546501745337633)
IDDLNTM4.A_R1	(1, 0.0)	(2, 0.27212563241607296)	(3, 0.2688087243496309)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5157908019123947)	(9, 0.21527429206048185)	(10, 0.046733610994877585)	(15, 0.0)	(20, 0.0)	(25, 0.10693897167499682)	(30, 0.4117094741100249)	(35, 0.1966253823722341)	(40, 0.3427224253602904)	(45, 0.10936054651511258)	(50, 0.05578900196787749)	(55, 0.12044783361832455)	(60, 0.2521314033722053)	(65, 0.06096616197088357)	(70, 0.0)	(75, 0.19208376978895186)	(80, 0.05666577906516078)	(85, 0.05793223487234775)	(90, 0.0)	(95, 0.12345392652329581)	(100, 0.0461769271235866)	(105, 0.2752384230630417)	(110, 0.0)	(115, 0.06096616197088357)	(120, 0.0)	(125, 0.0)	(130, 0.053845247450619825)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM4.A_R2	(1, 0.0)	(2, 0.26922623725309913)	(3, 0.2923750082342823)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08492212456543866)	(25, 0.0)	(30, 0.1729709568746283)	(35, 0.05041700260991955)	(40, 0.0)	(45, 0.05510706422554604)	(50, 0.0)	(55, 0.060975440035405094)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.13139131072145302)	(80, 0.33456700664587763)	(85, 0.34467081890980883)	(90, 0.2654083137024951)	(95, 0.21898551786908838)	(100, 0.21898551786908838)	(105, 0.27458895854653553)	(110, 0.10631734135205524)	(115, 0.05949558874422324)	(120, 0.1124501420007775)	(125, 0.0)	(130, 0.0)	(135, 0.0543462629347817)	(140, 0.0)	(145, 0.0)	(150, 0.13708340330540325)
IDDLNTM4.B_R1	(1, 0.0)	(2, 0.27860975806216487)	(3, 0.2738657820469169)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.539034274732546)	(9, 0.21486258035727082)	(10, 0.0471037285180659)	(15, 0.0)	(20, 0.0)	(25, 0.10934864715146476)	(30, 0.4134473930122222)	(35, 0.19673663866567767)	(40, 0.35044146155971057)	(45, 0.11116717129064314)	(50, 0.058410204687740136)	(55, 0.12182135075822079)	(60, 0.2559473893059909)	(65, 0.06108857447968219)	(70, 0.0)	(75, 0.19159733131582576)	(80, 0.057006778449895955)	(85, 0.05988281390914001)	(90, 0.0)	(95, 0.1283640843459169)	(100, 0.048161239838131586)	(105, 0.27732493122470186)	(110, 0.0)	(115, 0.06108857447968219)	(120, 0.0)	(125, 0.0)	(130, 0.054110976423921694)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM4.B_R2	(1, 0.0)	(2, 0.2705548821196085)	(3, 0.29847515762601556)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08283179788290186)	(25, 0.0)	(30, 0.17590267733204717)	(35, 0.053389496738269406)	(40, 0.0)	(45, 0.05865728677186763)	(50, 0.0)	(55, 0.06278849921847936)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.13223833142503605)	(80, 0.3364368490313641)	(85, 0.35413780953825796)	(90, 0.2667201681739497)	(95, 0.2203972190417267)	(100, 0.2203972190417267)	(105, 0.28006260071683453)	(110, 0.10915098148416279)	(115, 0.06265013325136796)	(120, 0.1143001721173798)	(125, 0.0)	(130, 0.0)	(135, 0.05461502387554179)	(140, 0.0)	(145, 0.0)	(150, 0.1448148095071256)
IDDLNTM4.C_R1	(1, 0.0)	(2, 0.2938243286739067)	(3, 0.29141213790031706)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5491510672238584)	(9, 0.16186043746419784)	(10, 0.039467339546064684)	(15, 0.0)	(20, 0.0)	(25, 0.10639954212233317)	(30, 0.36785178330340024)	(35, 0.16974026065792383)	(40, 0.3508056351700339)	(45, 0.10162389170189318)	(50, 0.0574003941860842)	(55, 0.12358213741056924)	(60, 0.26811378620631343)	(65, 0.06550438056281041)	(70, 0.0)	(75, 0.16539831726546259)	(80, 0.05763430359443227)	(85, 0.05987593542443471)	(90, 0.0)	(95, 0.12326051197409063)	(100, 0.047639549500225746)	(105, 0.24312446441446017)	(110, 0.0)	(115, 0.06550438056281041)	(120, 0.0)	(125, 0.0)	(130, 0.056898463580670605)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM4.C_R2	(1, 0.0)	(2, 0.28449231790335305)	(3, 0.31490054098860354)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.09343218929703645)	(25, 0.0)	(30, 0.17570495057079988)	(35, 0.05323875596255792)	(40, 0.0)	(45, 0.056645061721626845)	(50, 0.0)	(55, 0.06795068312511741)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.13892756922073812)	(80, 0.34713618132657337)	(85, 0.35864160034969456)	(90, 0.2737129926686456)	(95, 0.2315459487012302)	(100, 0.2315459487012302)	(105, 0.2859006474661154)	(110, 0.11488850440029891)	(115, 0.06624996680191991)	(120, 0.12023430900358734)	(125, 0.0)	(130, 0.0)	(135, 0.0528878918500358)	(140, 0.0)	(145, 0.0)	(150, 0.12671311230356178)
IDDLNTM40_R1	(1, 0.0)	(2, 0.270100243138798)	(3, 0.2650237187848404)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5163723982812686)	(9, 0.21425847524526415)	(10, 0.046004483858352825)	(15, 0.0)	(20, 0.0)	(25, 0.10658757976094185)	(30, 0.4129084598213743)	(35, 0.19064899356082962)	(40, 0.34476644344533264)	(45, 0.10867648451902967)	(50, 0.05592435250024897)	(55, 0.1165220221569642)	(60, 0.25045482257668833)	(65, 0.06085999723098672)	(70, 0.0)	(75, 0.19237841238380468)	(80, 0.055147085613518616)	(85, 0.05741573333916284)	(90, 0.0)	(95, 0.11266969314960688)	(100, 0.046402833137802135)	(105, 0.2617834874507832)	(110, 0.0)	(115, 0.06085999723098672)	(120, 0.0)	(125, 0.0)	(130, 0.0531796288064824)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM40_R2	(1, 0.0)	(2, 0.265898144032412)	(3, 0.28992054875042206)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08265747548573109)	(25, 0.0)	(30, 0.16726783402437218)	(35, 0.0508818335725858)	(40, 0.0)	(45, 0.05422893910356838)	(50, 0.0)	(55, 0.061748996232684566)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.1345011768306457)	(80, 0.3394567390253559)	(85, 0.33849972917106913)	(90, 0.27090665753378074)	(95, 0.22416862805107615)	(100, 0.22416862805107615)	(105, 0.2799278113378949)	(110, 0.10701993446668562)	(115, 0.060160457032929396)	(120, 0.11031846081724755)	(125, 0.0)	(130, 0.0)	(135, 0.054394108316998584)	(140, 0.0)	(145, 0.0)	(150, 0.1384506641988443)
IDDLNTM41.A_R1	(1, 0.0)	(2, 0.28206862037856867)	(3, 0.276628934775659)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.522502724027175)	(9, 0.19553577555689827)	(10, 0.04445060012285321)	(15, 0.0)	(20, 0.0)	(25, 0.10823300600373915)	(30, 0.40304722818727917)	(35, 0.18876964354158682)	(40, 0.34393039880427345)	(45, 0.1059106786886508)	(50, 0.05468557780340474)	(55, 0.11665614994116771)	(60, 0.2551338078970845)	(65, 0.06184504093154198)	(70, 0.0)	(75, 0.18216670209436264)	(80, 0.05577769929752737)	(85, 0.05854775458147059)	(90, 0.0)	(95, 0.12309590082030458)	(100, 0.047044911718087036)	(105, 0.2591717283638597)	(110, 0.0)	(115, 0.06184504093154198)	(120, 0.0)	(125, 0.0)	(130, 0.053681328153636805)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM41.A_R2	(1, 0.0)	(2, 0.26840664076818405)	(3, 0.30081461384090347)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08693872905511824)	(25, 0.0)	(30, 0.17201959625816582)	(35, 0.051174888402757676)	(40, 0.0)	(45, 0.053852887468805496)	(50, 0.0)	(55, 0.06502934919601447)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.13020096709241272)	(80, 0.33442350211980365)	(85, 0.339114184858928)	(90, 0.2628497927061348)	(95, 0.21700161182068786)	(100, 0.21700161182068786)	(105, 0.27149889281476114)	(110, 0.10886484640838481)	(115, 0.06432637444117692)	(120, 0.11391120089846868)	(125, 0.0)	(130, 0.0)	(135, 0.05408302801354398)	(140, 0.0)	(145, 0.0)	(150, 0.1337953439638738)
IDDLNTM41.B_R1	(1, 0.0)	(2, 0.2770601743356928)	(3, 0.2712237588871473)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5176204416613687)	(9, 0.19883078928684003)	(10, 0.044538810734863606)	(15, 0.0)	(20, 0.0)	(25, 0.10667967931485124)	(30, 0.3994071486986579)	(35, 0.1905598568132743)	(40, 0.34095018271371547)	(45, 0.10679033917962487)	(50, 0.05497296508110119)	(55, 0.11693178033517088)	(60, 0.25644888210333705)	(65, 0.06161969631363433)	(70, 0.0)	(75, 0.18419512975226113)	(80, 0.055486998001340056)	(85, 0.05857476519583048)	(90, 0.0)	(95, 0.1233214951075846)	(100, 0.04684481952982408)	(105, 0.26016134208284)	(110, 0.0)	(115, 0.06161969631363433)	(120, 0.0)	(125, 0.0)	(130, 0.05424118210437224)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM41.B_R2	(1, 0.0)	(2, 0.2712059105218612)	(3, 0.29665767941979965)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08864569102980428)	(25, 0.0)	(30, 0.17003423673429174)	(35, 0.0507000664316156)	(40, 0.0)	(45, 0.054483919872262816)	(50, 0.0)	(55, 0.0645468282205501)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.12902226297995592)	(80, 0.32954150762285833)	(85, 0.33891546907110326)	(90, 0.2608931250595689)	(95, 0.21503710496659323)	(100, 0.21503710496659323)	(105, 0.27017070533526905)	(110, 0.1068474539485403)	(115, 0.06284052449920165)	(120, 0.11177003309443892)	(125, 0.0)	(130, 0.0)	(135, 0.05307032934160594)	(140, 0.0)	(145, 0.0)	(150, 0.13121225740055695)
IDDLNTM41.C_R1	(1, 0.0)	(2, 0.28167781731276853)	(3, 0.27657709071426456)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.529808548150761)	(9, 0.19196388371677392)	(10, 0.04412913234874923)	(15, 0.0)	(20, 0.0)	(25, 0.10671504771239278)	(30, 0.39115510466004344)	(35, 0.18359869209522742)	(40, 0.34797941582162994)	(45, 0.10474145888235625)	(50, 0.056366952549313724)	(55, 0.11912550789013741)	(60, 0.2581909331445803)	(65, 0.06222101723005827)	(70, 0.0)	(75, 0.17599076219176651)	(80, 0.0564532725379038)	(85, 0.059603952121441234)	(90, 0.0)	(95, 0.114727112107889)	(100, 0.047483840996226837)	(105, 0.24870358167136292)	(110, 0.0)	(115, 0.06222101723005827)	(120, 0.0)	(125, 0.0)	(130, 0.05547628721249804)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM41.C_R2	(1, 0.0)	(2, 0.27738143606249016)	(3, 0.301629505584609)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08852114829911367)	(25, 0.0)	(30, 0.17193372272803337)	(35, 0.05082677873616943)	(40, 0.0)	(45, 0.056743621590434015)	(50, 0.0)	(55, 0.06501464595170044)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.13605992019717056)	(80, 0.34375366001656166)	(85, 0.3460136742632834)	(90, 0.27157837864773066)	(95, 0.2267665336619509)	(100, 0.2267665336619509)	(105, 0.2821172645274088)	(110, 0.11241216695933721)	(115, 0.06307244620842394)	(120, 0.11349116681671305)	(125, 0.0)	(130, 0.0)	(135, 0.05384013106513177)	(140, 0.0)	(145, 0.0)	(150, 0.13053936456325127)
IDDLNTM42_R1	(1, 0.0)	(2, 0.27319145261777616)	(3, 0.2678501493090521)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5176286046758076)	(9, 0.20228693105947396)	(10, 0.04505124835473353)	(15, 0.0)	(20, 0.0)	(25, 0.10741651056579761)	(30, 0.4045294934652653)	(35, 0.19133811251992963)	(40, 0.3428297610594416)	(45, 0.1077612208751785)	(50, 0.055317472222236444)	(55, 0.11707522517518365)	(60, 0.24760780430966386)	(65, 0.06004444032612326)	(70, 0.0)	(75, 0.188344934883028)	(80, 0.05565876955825716)	(85, 0.05815365308456853)	(90, 0.0)	(95, 0.12216396845525243)	(100, 0.045266265676426574)	(105, 0.2670788173296453)	(110, 0.0)	(115, 0.06004444032612326)	(120, 0.0)	(125, 0.0)	(130, 0.052344772425496074)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM42_R2	(1, 0.0)	(2, 0.2617238621274804)	(3, 0.29030751401921473)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08192501253841088)	(25, 0.0)	(30, 0.1673414968243136)	(35, 0.05008197108767878)	(40, 0.0)	(45, 0.05448811969570612)	(50, 0.0)	(55, 0.06237208815778449)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.13271688208501273)	(80, 0.3369389690397241)	(85, 0.3457478532824186)	(90, 0.26755322062671405)	(95, 0.22119480347502124)	(100, 0.22119480347502124)	(105, 0.2771129590086541)	(110, 0.10603425635491374)	(115, 0.059505190535210535)	(120, 0.11152231751812673)	(125, 0.0)	(130, 0.0)	(135, 0.05401030342527713)	(140, 0.0)	(145, 0.0)	(150, 0.13499162882959076)
IDDLNTM43_R1	(1, 0.0)	(2, 0.2641399859763931)	(3, 0.26530227405670803)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5075191021044028)	(9, 0.22291883802453508)	(10, 0.04625906559653333)	(15, 0.0)	(20, 0.0)	(25, 0.10662189586419828)	(30, 0.41500898669120034)	(35, 0.19457504042457982)	(40, 0.3390634803674514)	(45, 0.10805672045989735)	(50, 0.05578181207525134)	(55, 0.11535508802628855)	(60, 0.25000415818580457)	(65, 0.059040226590065206)	(70, 0.0)	(75, 0.19813805457423483)	(80, 0.05570165427660893)	(85, 0.0568960054763808)	(90, 0.0)	(95, 0.11285015681871333)	(100, 0.046247041926736975)	(105, 0.26619202562163874)	(110, 0.0)	(115, 0.059040226590065206)	(120, 0.0)	(125, 0.0)	(130, 0.05212661645715756)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM43_R2	(1, 0.0)	(2, 0.2606330822857878)	(3, 0.2901912705351755)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08524781885620032)	(25, 0.0)	(30, 0.1664556846608233)	(35, 0.04991426121462711)	(40, 0.0)	(45, 0.055280825833736294)	(50, 0.0)	(55, 0.0609479821977545)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.13339059272083023)	(80, 0.3374002060456214)	(85, 0.33891919632989503)	(90, 0.2689775091244624)	(95, 0.22231765453471705)	(100, 0.22231765453471705)	(105, 0.27878080789842885)	(110, 0.1053914736550373)	(115, 0.058944037231694314)	(120, 0.10930718211871891)	(125, 0.0)	(130, 0.0)	(135, 0.0536496146313633)	(140, 0.0)	(145, 0.0)	(150, 0.13721011182614096)
IDDLNTM44_R1	(1, 0.0)	(2, 0.2762401396980237)	(3, 0.2713513199704139)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5168180854901795)	(9, 0.19845552581766054)	(10, 0.043589065892778146)	(15, 0.0)	(20, 0.0)	(25, 0.10661992023803313)	(30, 0.39656185022620616)	(35, 0.18860804608061796)	(40, 0.3417503240479951)	(45, 0.10511398916122476)	(50, 0.05376828696847999)	(55, 0.11569915687502277)	(60, 0.25443251169879283)	(65, 0.06249832219635465)	(70, 0.0)	(75, 0.1819252041136799)	(80, 0.055173822640167805)	(85, 0.05722101590110441)	(90, 0.0)	(95, 0.12582163272174346)	(100, 0.04723822061802975)	(105, 0.2616042356384919)	(110, 0.0)	(115, 0.06249832219635465)	(120, 0.0)	(125, 0.0)	(130, 0.054148043500892536)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
IDDLNTM44_R2	(1, 0.0)	(2, 0.2707402175044627)	(3, 0.29239070486959184)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(15, 0.0)	(20, 0.08628766819231308)	(25, 0.0)	(30, 0.16809682831272643)	(35, 0.050071117049475075)	(40, 0.0)	(45, 0.05516509260493994)	(50, 0.0)	(55, 0.06523518824029335)	(60, 0.0)	(65, 0.0)	(70, 0.0)	(75, 0.13150052063747592)	(80, 0.334098448170763)	(85, 0.34715421585404954)	(90, 0.2646859380739316)	(95, 0.21916753439579317)	(100, 0.21916753439579317)	(105, 0.2748433340615638)	(110, 0.10899885483762897)	(115, 0.06258998756624733)	(120, 0.11234245832990497)	(125, 0.0)	(130, 0.0)	(135, 0.05421788378271553)	(140, 0.0)	(145, 0.0)	(150, 0.1321290831738829)
IDDLNTM45_R1	(1, 0.0)	(2, 0.28518272007379025)	(3, 0.2840297467127157)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.5342668923699367)	(9, 0.18617375308551393)	(10, 0.04262647331652787)	(15, 0.0)	(20, 0.0)	(25, 0.1086562095476676)	(30, 0.3891557614602932)	(35, 0.1848656523994948)	(40, 0.35221030234106004)	(45, 0.10570879037372059)	(50, 0.05695269140667991)	(55, 0.12120475234656282)	(60, 0.26138115727080724)	(65, 0.06269659506003322)	(70, 0.0)	(75, 0.17658101472137352)	(80, 0.05750192598959179)	(85, 0.05966113064760417)	(90, 0.0)	(95, 0.12250866040217807)	(100, 0.04735156778173166)	(105, 0.2571340226716489)	(110, 0.0)	(115, 0.06269659506003322)	(120, 0.0)	(125, 0.0)	(130, 0.05536787711400286)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 0.0)
